human_genes	mouse_genes
KRTAP4-5	Gm3250
KRTAP9-1	Gm3250
KRTAP10-9	Gm3250
KRTAP10-6	Gm3250
KRTAP10-4	Gm3250
KRTAP10-11	Gm3250
HIGD1B	Higd1b
KRTAP4-5	Gm7137
KRTAP9-1	Gm7137
KRTAP10-9	Gm7137
KRTAP10-6	Gm7137
KRTAP10-4	Gm7137
KRTAP10-11	Gm7137
QDPR	Qdpr
KRTAP4-5	Gm9639
KRTAP9-1	Gm9639
KRTAP10-9	Gm9639
KRTAP10-6	Gm9639
KRTAP10-4	Gm9639
KRTAP10-11	Gm9639
KRTAP4-5	Gm19668
KRTAP9-1	Gm19668
KRTAP10-9	Gm19668
KRTAP10-6	Gm19668
KRTAP10-4	Gm19668
KRTAP10-11	Gm19668
KRTAP4-5	Gm9507
KRTAP9-1	Gm9507
KRTAP10-9	Gm9507
KRTAP10-6	Gm9507
KRTAP10-4	Gm9507
KRTAP10-11	Gm9507
KRTAP4-5	Gm49918
KRTAP9-1	Gm49918
KRTAP10-9	Gm49918
KRTAP10-6	Gm49918
KRTAP10-4	Gm49918
KRTAP10-11	Gm49918
NUP210L	Nup210l
KRTAP4-5	Krtap10-4
KRTAP9-1	Krtap10-4
KRTAP10-9	Krtap10-4
KRTAP10-6	Krtap10-4
KRTAP10-4	Krtap10-4
KRTAP10-11	Krtap10-4
KRTAP4-5	Krtap10-10
KRTAP9-1	Krtap10-10
KRTAP10-9	Krtap10-10
KRTAP10-6	Krtap10-10
KRTAP10-4	Krtap10-10
KRTAP10-11	Krtap10-10
KRTAP4-5	Gm36176
KRTAP9-1	Gm36176
KRTAP10-9	Gm36176
KRTAP10-6	Gm36176
KRTAP10-4	Gm36176
KRTAP10-11	Gm36176
KRTAP4-5	Gm10318
KRTAP9-1	Gm10318
KRTAP10-9	Gm10318
KRTAP10-6	Gm10318
KRTAP10-4	Gm10318
KRTAP10-11	Gm10318
SECTM1	Sectm1a
KRTAP4-5	Gm3285
KRTAP9-1	Gm3285
KRTAP10-9	Gm3285
KRTAP10-6	Gm3285
KRTAP10-4	Gm3285
KRTAP10-11	Gm3285
LRRC3	Lrrc3
TRPM2	Trpm2
GPA33	Gpa33
ZNF444	Zfp444
STMP1	1810058I24Rik
TEX19	Tex19.2
SLC13A4	Slc13a4
TEX19	Tex19.1
CLRN2	Clrn2
SNORA41	Gm23723
ELAPOR1	Elapor1
OGFOD3	Ogfod3
IQCA1L	Iqca1l
RNPEP	Rnpep
FAM180A	Fam180a
MYL9	Myl9
MTPN	Mtpn
CLIP3	Clip3
KBTBD13	Kbtbd13
HEXD	Hexdc
RASL12	Rasl12
PLPP5	Plpp5
SLC28A2	Slc28a2
CHRM2	Chrm2
SLC51B	Slc51b
GALP	Galp
MIR490	Mir490
CCDC12	Ccdc12
PTN	Ptn
SLC4A4	Slc4a4
WNT11	Wnt11
DGKI	Dgki
CRYGC	Crygc
MTFMT	Mtfmt
CRYGB	Crygb
CRYGA	Cryga
CFAP410	Cfap410
ZSCAN5B	Zscan5b
ZSCAN5C	Zscan5b
ZSCAN5A	Zscan5b
C2orf80	Gm28845
TIMM17A	Timm17a
C1orf194	1700013F07Rik
EDDM13	Epp13
COL6A6	Col6a6
RAB13	Rab13
TGIF2	Tgif2
PER1	Per1
PFKL	Pfkl
NUCB1	Nucb1
MAEL	Mael
BAG4	Bag4
SLC28A2	Slc28a2b
TAF13	Taf13
IFI30	Ifi30
RAB3A	Rab3a
JTB	Jtb
LMOD1	Lmod1
RAB5IF	Rab5if
RNU6-652P	U6
C2orf80	D630023F18Rik
WDR47	Wdr47
AIRE	Aire
DDHD2	Ddhd2
CKAP5	Ckap5
CREB3L2	Creb3l2
SHISA4	Shisa4
DPY19L1	Dpy19l1
KIF1A	Kif1a
CREB3L4	Creb3l4
AKR1D1	Akr1d1
PI16	Pi16
TRIM24	Trim24
SLC39A1	Slc39a1
PPP1R15A	Ppp1r15a
CLCC1	Clcc1
JUND	Jund
BCO1	Bco1
ALKBH6	Alkbh6
DPY19L2	Dpy19l2
MTCH1	Mtch1
GAN	Gan
PTH1R	Pth1r
UVRAG	Uvrag
GPSM2	Gpsm2
LSM1	Lsm1
STAR	Star
SVOPL	Svopl
HES7	Hes7
CRTC2	Crtc2
ALOXE3	Aloxe3
SPG21	Spg21
ASH2L	Ash2l
ZNF667	Zfp667
ATP6V0A4	Atp6v0a4
ALOX12B	Alox12b
ZNF583	Zfp583
ANKDD1A	Ankdd1a
ZNF582	Gm3854
DGAT2	Dgat2
AKNAD1	Aknad1
TBX20	Tbx20
CYBC1	Cybc1
TMEM213	Tmem213
KIAA1549	D630045J12Rik
ABCF2	Abcf2
ABCF2-H2BE1	Abcf2
PHC3	Phc3
MOGAT2	Mogat2
SYNE4	Syne4
LAP3	Lap3
FGD2	Fgd2
SNORA71A	SNORA71
PLEKHO2	Plekho2
ZC3HAV1L	Zc3hav1l
ZC3HAV1	Zc3hav1
MYL3	Myl3
EFTUD2	Eftud2
ZNF705D	Zfp78
ZNF705B	Zfp78
ZNF705E	Zfp78
ZNF705A	Zfp78
ZNF705G	Zfp78
ZNF763	Zfp78
ZNF440	Zfp78
ZNF439	Zfp78
ZNF69	Zfp78
ZNF491	Zfp78
ZNF124	Zfp78
ZNF20	Zfp78
ZNF674	Zfp78
KRBOX4	Zfp78
ZNF555	Zfp78
ZNF337	Zfp78
ZNF560	Zfp78
ZNF556	Zfp78
PRDM9	Zfp78
ZNF554	Zfp78
ZNF891	Zfp78
ZNF669	Zfp78
ZNF749	Zfp78
CHPF2	Chpf2
HERPUD2	Herpud2
SDHAF1	Sdhaf1
LRFN3	Lrfn3
TYROBP	Tyrobp
MED28	Med28
KCNU1	Kcnu1
IDH1	Idh1
TTC26	Ttc26
HCST	Hcst
PRSS45P	Prss45
GC	Gc
MAP6	Map6
PIM1	Pim1
NPFFR2	Npffr2
PRSS50	Prss50
FAM184B	Fam184b
AGXT	Agxt
UBN2	Ubn2
ZFP28	Zfp28
SEPTIN7	Septin7
TMEM217	Tmem217
TBC1D22B	Tbc1d22b
SNORD67	Snord67
SLA2	Sla2
MAB21L4	Mab21l4
SMARCD3	Smarcd3
CROCC2	Crocc2
PLEKHA4	Plekha4
IPO9	Ipo9
TMIE	Tmie
STXBP3	Stxbp3
RNF8	Rnf8
EEPD1	Eepd1
CHN1	Chn1
FMC1	Fmc1
LUC7L2	Luc7l2
MIR671	Mir671
RNF10	Rnf10
RNF8	Gm28043
PIF1	Pif1
CMTR1	Cmtr1
ILDR2	Ildr2
PRKCI	Prkci
SMIM17	Smim17
LIG3	Lig3
SMIM17	Gm20715
NFKBID	Nfkbid
KLRG2	Klrg2
B3GAT1	B3gat1
CLEC2L	Clec2l
DENND4B	Dennd4b
HIPK2	Hipk2
HSD17B14	Hsd17b14
TADA1	Tada1
RBPMS2	Rbpms2
CCDC167	Ccdc167
SNED1	Sned1
SERPINH1	Serpinh1
ALS2CL	Als2cl
NCAPG	Ncapg
MDGA1	Mdga1
DNMT3L	Dnmt3l
APLP1	Aplp1
COQ5	Coq5
ADAMTS3	Adamts3
POGK	Pogk
FNDC7	Fndc7
ICOSLG	Icosl
TBXAS1	Tbxas1
TFEB	Tfeb
KIRREL2	Kirrel2
FAM240A	Fam240a
OAZ2	Oaz2
GATD3B	Gatd3a
GATD3A	Gatd3a
MTERF4	Mterf4
RN7SKP199	7SK
PWP2	Pwp2
PARP12	Parp12
F2	F2
PRPF38B	Prpf38b
TDGF1	Tdgf1
TDGF1P3	Tdgf1
NUB1	Nub1
KDM7A	Kdm7a
PIKFYVE	Pikfyve
TRAPPC10	Trappc10
SKIL	Skil
ZNF609	Zfp609
GDPD5	Gdpd5
BLOC1S6	Bloc1s6
NDUFS5	Ndufs5
LRRC2	Lrrc2
WDR86	Wdr86
AKIRIN1	Akirin1
AGPAT3	Agpat3
RHBDL2	Rhbdl2
SRSF9	Srsf9
ZNF408	Zfp408
RTP3	Rtp3
MYCBP	Mycbp
ZFAND3	Zfand3
GLB1L2	Glb1l2
GATC	Gatc
CLDN11	Cldn11
GATAD2B	Gatad2b
CRYGN	Crygn
SQOR	Sqor
TRIAP1	Triap1
COX18	Cox18
KLHL35	Klhl35
RRAGC	Rragc
MDFI	Mdfi
BCAT2	Bcat2
COX6A1	Cox6a1
CCDC103	Ccdc103
RAB19	Rab19
PHYHD1	Phyhd1
POU3F1	Pou3f1
MKRN1	Mkrn1
UTP11	Utp11
RHEB	Rheb
PASK	Pask
FAM187A	Fam187a
NARF	Narf
SLC7A14	Slc7a14
FHL3	Fhl3
RNU1-64P	Gm25201
BTBD9	Btbd9
RRP1	Rrp1
SF3A3	Sf3a3
RN7SKP218	7SK
LCORL	Lcorl
FGF21	Fgf21
LTF	Ltf
HENMT1	Henmt1
FUT1	Fut1
FOXK2	Foxk2
SNORA71C	Gm25402
DENND2A	Dennd2a
ALOX15B	Alox8
INPP5B	Inpp5b
PTH2R	Pth2r
CSTB	Cstb
PDXK	Pdxk
GLB1L3	Glb1l3
IZUMO1	Izumo1
FAM102B	Fam102b
SLC27A3	Slc27a3
SNORD15B	Snord15b
SNORD15A	Snord15a
RASIP1	Rasip1
FAM78B	Fam78b
ADCK2	Adck2
GFAP	Gfap
ILVBL	Ilvbl
ADCK2	Gm42420
NDUFB2	Ndufb2
MAMSTR	Mamstr
CCRL2	Ccrl2
MSI1	Msi1
MTF1	Mtf1
RNU6-237P	Gm25049
NDRG3	Ndrg3
BRAF	Braf
TRIP4	Trip4
KCNMB2	Kcnmb2
GLO1	Glo1
WDR45B	Wdr45b
C1orf122	1110065P20Rik
NAV1	Nav1
NPHS1	Nphs1
MRPS33	Mrps33
YRDC	Yrdc
ZMAT3	Zmat3
TMEM178B	Tmem178b
KIF18B	Kif18b
MANEAL	Maneal
SLC25A24	Slc25a24
EPHA10	Epha10
AGK	Agk
DNAH8	Dnah8
PLA2G1B	Pla2g1b
C1QL1	C1ql1
CDCA8	Cdca8
RAB40B	Rab40b
PIK3CA	Pik3ca
SIRT4	Sirt4
FN3KRP	Fn3krp
DOLK	Dolk
DENND11	Dennd11
DCAKD	Dcakd
MYT1	Myt1
RNU4-1	U4
RNU4-2	U4
PRKAG2	Prkag2
GUCY2D	Gucy2e
PCLAF	Pclaf
C1orf109	9930104L06Rik
WEE2	Wee2
ACAD8	Acad8
SYDE1	Syde1
PEG3	Peg3
RSPO1	Rspo1
KCNMB3	Kcnmb3
OR1I1	Olfr1357
VAV3	Vav3
GNL2	Gnl2
SSBP1	Ssbp1
CASP14	Casp14
THYN1	Thyn1
FN3K	Fn3k
CSRP1	Csrp1
DNALI1	Dnali1
VPS26B	Vps26b
CCDC105	Ccdc105
TAS2R3	Tas2r137
SNIP1	Snip1
TAS2R4	Tas2r108
PRSS37	Prss37
SLC1A6	Slc1a6
MEAF6	Meaf6
USP29	Usp29
NMT1	Nmt1
OR9A1P	Olfr461
LRRFIP2	Lrrfip2
PHLDA3	Phlda3
OR9A4	Olfr460
UCK2	Uck2
CLEC5A	Clec5a
NTN5	Ntn5
OR7C2	Olfr1356
CNTROB	Cntrob
ZC3H12A	Zc3h12a
OR7A10	Olfr1354
OR7A5	Olfr1354
OR7A17	Olfr1354
OR7A10	Olfr8
OR7A5	Olfr8
OR7A17	Olfr8
RN7SL493P	Gm22649
RN7SL147P	Gm22649
RN7SL381P	Gm22649
GRIK3	Grik3
OR7A10	Olfr1352
OR7A5	Olfr1352
OR7A17	Olfr1352
CA11	Car11
INPP4A	Inpp4a
INTS3	Ints3
TAS2R38	Tas2r138
MGAM	Mgam
CSF3R	Csf3r
PLEKHA7	Plekha7
RFFL	Rffl
PLPP2	Plpp2
MRPS15	Mrps15
GALNTL5	Galntl5
OSCP1	Oscp1
ARHGAP21	Arhgap21
MIER2	Mier2
PXN	Pxn
LSM10	Lsm10
STK40	Stk40
NCAPD3	Ncapd3
ZNF639	Zfp639
MGAM2	Mgam2-ps
PLCD3	Plcd3
NPR1	Npr1
THEG	Theg
PRSS58	Prss58
EVA1B	Eva1b
SH3D21	Sh3d21
TRAPPC1	Trappc1
C2CD4C	C2cd4c
TBCD	Tbcd
MFN1	Mfn1
ODF3L2	Odf3l2
MADCAM1	Madcam1
TRBV2	Trbv3
TRBV3-1	Trbv4
THRAP3	Thrap3
TRBV4-1	Trbv5
TRBV4-2	Trbv5
ANKRD17	Ankrd17
TRBV13	Trbv12-1
TPGS1	Tpgs1
CDC34	Cdc34
CACNA1C	Cacna1c
ILF2	Ilf2
ZNF750	Zfp750
MLH1	Mlh1
GZMM	Gzmm
RNU6-70P	Gm25323
MAP7D1	Map7d1
KCNAB3	Kcnab3
BSG	Bsg
SNAPIN	Snapin
GLP1R	Glp1r
ENKUR	Enkur
NTNG1	Ntng1
RNF227	Rnf227
DSN1	Dsn1
RAD51D	Rad51d
EPM2AIP1	Epm2aip1
HCN2	Hcn2
CSNK1G1	Csnk1g1
POLRMT	Polrmt
TRAPPC3	Trappc3
PCMTD2	Pcmtd2
FNDC8	Fndc8
COL8A2	Col8a2
ACBD4	Acbd4
ADPRS	Adprs
UMODL1	Umodl1
COA5	Coa5
PRMT6	Prmt6
TEKT2	Tekt2
ANO7	Ano7
GNB4	Gnb4
SOGA1	Soga1
PRODH2	Prodh2
TLDC2	Tldc2
AGO3	Ago3
POLR3K	Polr3k
HEXIM1	Hexim1
THNSL1	Thnsl1
B3GNTL1	B3gntl1
FGF22	Fgf22
GALNT11	Galnt11
RNF126	Rnf126
AGO1	Ago1
TMCO1	Tmco1
AURKC	Aurkc
FSTL3	Fstl3
PRSS57	Prss57
ARHGAP1	Arhgap1
CHTOP	Chtop
RNU6-618P	U6
ALDH9A1	Aldh9a1
PALM	Palm
DBP	Dbp
RPLP0	Rplp0
PPIB	Ppib
HEXIM2	Hexim2
TRANK1	Trank1
NLE1	Nle1
UNC50	Unc50
AGO4	Ago4
ALB	Alb
RPS13	Rps13
SNX22	Snx22
S100A1	S100a1
MISP	Misp
S100A13	S100a13
METRNL	Metrnl
DCLK3	Dclk3
AFP	Afp
SNORD14	Snord14a
SNORD14B	Snord14a
SPHK2	Sphk2
ABCG1	Abcg1
MGST3	Mgst3
CLSPN	Clspn
SNX1	Snx1
LRRC52	Lrrc52
TNNI1	Tnni1
PTCHD3	Ptchd3
ACTL6A	Actl6a
GPR158	Gpr158
AFM	Afm
UNC45B	Unc45b
CIAO2A	Ciao2a
TFF3	Tff3
ARRB1	Arrb1
TFF2	Tff2
STAC	Stac
C1orf216	5730409E04Rik
PSMB2	Psmb2
NUP188	Nup188
TFAP2E	Tfap2e
TFF1	Tff1
DAPK2	Dapk2
GCN1	Gcn1
TMPRSS3	Tmprss3
NCDN	Ncdn
S100A14	S100a14
LAD1	Lad1
S100A16	S100a16
RXRG	Rxrg
KIAA0319L	AU040320
S100A2	S100a2
HERC1	Herc1
S100A3	S100a3
S100A3	Gm42674
CHD3	Chd3
UBASH3A	Ubash3a
LMX1A	Lmx1a
MIR326	Mir326
TPBGL	Tpbgl
SNORA41B	Gm25409
S100A4	S100a4
S100A5	S100a5
S100A6	S100a6
MGAT4A	Mgat4a
MYO3A	Myo3a
S100A8	S100a8
RAB35	Rab35
RSPH1	Rsph1
RNU6-1099P	Gm23428
FBXL22	Fbxl22
PGLYRP4	Pglyrp4
USP3	Usp3
RPL18	Rpl18
SLIT2	Slit2
S100A9	Gm5849
PGLYRP3	Pglyrp3
GAD2	Gad2
PRR9	Prr9
LELP1	Lelp1
SLC37A1	Slc37a1
FAM83E	Fam83e
SPACA4	Spaca4
FGFR2	Fgfr2
CA12	Car12
ZMYM4	Zmym4
APBB1IP	Apbb1ip
HDLBP	Hdlbp
ADRM1	Gm9774
PLPPR3	Plppr3
SPRR3	Sprr3
ATG13	Atg13
SPRR4	Sprr4
APH1B	Aph1b
RNPC3	Rnpc3
SLFN5	Slfn5
FMNL1	Fmnl1
APH1B	Aph1c
PRTN3	Prtn3
SFPQ	Sfpq
ELANE	Elane
RAB8B	Rab8b
PDE9A	Pde9a
CFD	Cfd
RPS27L	Rps27l
MED16	Med16
ZMYM1	Zmym1
LACTB	Lactb
ARPP21	Arpp21
HARBI1	Harbi1
ZMYM6	Zmym6
R3HDM4	R3hdm4
CRACDL	Cracdl
SAMHD1	Samhd1
LCE5A	Lce1e
PBX1	Pbx1
KISS1R	Kiss1r
RNU6-370P	Gm25600
TMEM35B	Tmem35b
LCE5A	Lce1g
DLGAP3	Dlgap3
CYB5D1	Cyb5d1
ARID3A	Arid3a
MIR218-1	Mir218-1
RASSF6	Rassf6
KPRP	Kprp
NAA38	Naa38
C1orf68	2310050C09Rik
TMEM88	Tmem88
SLFN13	Slfn9
RNU6-650P	Gm24481
RNU6-854P	Gm24481
RNU6-650P	Gm22577
RNU6-854P	Gm22577
SMIM12	Smim12
WDR18	Wdr18
GJA4	Gja4
SEPTIN2	Septin2
GJB3	Gjb3
SPOP	Tdpoz8
CXCL6	Cxcl5
KDM6B	Kdm6b
GRIN3B	Grin3b
CRNN	Crnn
GJB4	Gjb4
PPBP	Ppbp
GJB5	Gjb5
FLG2	Flg2
BICDL1	Bicdl1
COL11A1	Col11a1
MAP2	Map2
C1orf94	CK137956
TMEM259	Tmem259
CSMD2	Csmd2
SPATA32	Spata32
HMGB4	Hmgb4
PDSS1	Pdss1
ZSCAN20	Zscan20
SLFN13	Slfn8
CNN2	Cnn2
PACRGL	5730480H06Rik
PHC2	Phc2
SLFN12	Slfn2
ABCA7	Abca7
MAP3K14	Map3k14
SH3GLB2	Sh3glb2
FLG	Flg
HRNR	Hrnr
KMT2C	Kmt2c
RPTN	Rptn
SLFN12	Slfn1
TCHH	Tchh
OLFM3	Olfm3
ACSL6	Acsl6
TCHHL1	Tchhl1
A3GALT2	A3galt2
S100A11	S100a11
ZNF362	Zfp362
S100A10	S100a10
SPOP	Tdpoz2
WDR4	Wdr4
SPOP	Tdpoz1
SPOP	Tdpoz6
SPOP	Gm5773
TRIM62	Trim62
SPOP	Tdpoz4
SPOP	Tdpoz3
SPOP	Tdpoz9-ps1
SPOP	Tdpoz5
AZIN2	Azin2
ARHGAP45	Arhgap45
SPOP	Tdpoz9
SPOP	Tdpoz7
SPOP	Spopfm2
SPOP	Spopfm3
SPOP	Spopfm1
THEM4	Them4
RNU1-93P	Gm25411
NUF2	Nuf2
RBL1	Rbl1
THEM5	Them5
AK2	Ak2
NDUFV3	Ndufv3
C2CD4D	C2cd4d
RORC	Rorc
MTHFD2L	Mthfd2l
PKNOX1	Pknox1
RNU1-150P	Gm22656
RNF19B	Rnf19b
CCT8L2	Cct8l1
RGS5	Rgs5
EPGN	Epgn
RGS4	Rgs4
EREG	Ereg
CCDC190	Ccdc190
LINGO4	Lingo4
XRCC2	Xrcc2
SGMS2	Sgms2
ATF2	Atf2
AREG	Areg
RNU6-20P	U6
TMEM54	Tmem54
BTC	Btc
PARM1	Parm1
POLR2E	Polr2e
KCNIP4	Kcnip4
HPCA	Hpca
CBS	Cbs
CBSL	Cbs
GPX4	Gpx4
PRAMEF15	Pramel1
PRAMEF2	Pramel1
PRAMEF9	Pramel1
PRAMEF26	Pramel1
PRAMEF17	Pramel1
PRAMEF19	Pramel1
PRAMEF6	Pramel1
PRAMEF20	Pramel1
PRAMEF18	Pramel1
PRAMEF10	Pramel1
PRAMEF8	Pramel1
PRAMEF1	Pramel1
PRAMEF12	Pramel1
PRAMEF25	Pramel1
PRAMEF14	Pramel1
PRAMEF4	Pramel1
PRAMEF11	Pramel1
PRAMEF7	Pramel1
PRAMEF13	Pramel1
PRAMEF5	Pramel1
PRAMEF33	Pramel1
PRAMEF27	Pramel1
PRAMEF15	Pramel12
PRAMEF2	Pramel12
PRAMEF9	Pramel12
PRAMEF26	Pramel12
PRAMEF17	Pramel12
PRAMEF19	Pramel12
PRAMEF6	Pramel12
PRAMEF20	Pramel12
PRAMEF18	Pramel12
PRAMEF10	Pramel12
PRAMEF8	Pramel12
PRAMEF1	Pramel12
PRAMEF12	Pramel12
PRAMEF25	Pramel12
PRAMEF14	Pramel12
PRAMEF4	Pramel12
PRAMEF11	Pramel12
PRAMEF7	Pramel12
PRAMEF13	Pramel12
PRAMEF5	Pramel12
PRAMEF33	Pramel12
PRAMEF27	Pramel12
PRAMEF15	Oog4
PRAMEF2	Oog4
PRAMEF9	Oog4
PRAMEF26	Oog4
PRAMEF17	Oog4
PRAMEF19	Oog4
PRAMEF6	Oog4
PRAMEF20	Oog4
PRAMEF18	Oog4
PRAMEF10	Oog4
PRAMEF8	Oog4
PRAMEF1	Oog4
PRAMEF12	Oog4
PRAMEF25	Oog4
PRAMEF14	Oog4
PRAMEF4	Oog4
PRAMEF11	Oog4
PRAMEF7	Oog4
PRAMEF13	Oog4
PRAMEF5	Oog4
PRAMEF33	Oog4
PRAMEF27	Oog4
HSD17B7	Hsd17b7
ACTR3B	Actr3b
ACTR3C	Actr3b
PRAMEF15	Gm13043
PRAMEF2	Gm13043
PRAMEF9	Gm13043
PRAMEF26	Gm13043
PRAMEF17	Gm13043
PRAMEF19	Gm13043
PRAMEF6	Gm13043
PRAMEF20	Gm13043
PRAMEF18	Gm13043
PRAMEF10	Gm13043
PRAMEF8	Gm13043
PRAMEF1	Gm13043
PRAMEF12	Gm13043
PRAMEF25	Gm13043
PRAMEF14	Gm13043
PRAMEF4	Gm13043
PRAMEF11	Gm13043
PRAMEF7	Gm13043
PRAMEF13	Gm13043
PRAMEF5	Gm13043
PRAMEF33	Gm13043
PRAMEF27	Gm13043
PRAMEF15	Gm13040
PRAMEF2	Gm13040
PRAMEF9	Gm13040
PRAMEF26	Gm13040
PRAMEF17	Gm13040
PRAMEF19	Gm13040
PRAMEF6	Gm13040
PRAMEF20	Gm13040
PRAMEF18	Gm13040
PRAMEF10	Gm13040
PRAMEF8	Gm13040
PRAMEF1	Gm13040
PRAMEF12	Gm13040
PRAMEF25	Gm13040
PRAMEF14	Gm13040
PRAMEF4	Gm13040
PRAMEF11	Gm13040
PRAMEF7	Gm13040
PRAMEF13	Gm13040
PRAMEF5	Gm13040
PRAMEF33	Gm13040
PRAMEF27	Gm13040
SBNO2	Sbno2
PRAMEF15	Gm13057
PRAMEF2	Gm13057
PRAMEF9	Gm13057
PRAMEF26	Gm13057
PRAMEF17	Gm13057
PRAMEF19	Gm13057
PRAMEF6	Gm13057
PRAMEF20	Gm13057
PRAMEF18	Gm13057
PRAMEF10	Gm13057
PRAMEF8	Gm13057
PRAMEF1	Gm13057
PRAMEF12	Gm13057
PRAMEF25	Gm13057
PRAMEF14	Gm13057
PRAMEF4	Gm13057
PRAMEF11	Gm13057
PRAMEF7	Gm13057
PRAMEF13	Gm13057
PRAMEF5	Gm13057
PRAMEF33	Gm13057
PRAMEF27	Gm13057
PRAMEF15	Pramel20
PRAMEF2	Pramel20
PRAMEF9	Pramel20
PRAMEF26	Pramel20
PRAMEF17	Pramel20
PRAMEF19	Pramel20
PRAMEF6	Pramel20
PRAMEF20	Pramel20
PRAMEF18	Pramel20
PRAMEF10	Pramel20
PRAMEF8	Pramel20
PRAMEF1	Pramel20
PRAMEF12	Pramel20
PRAMEF25	Pramel20
PRAMEF14	Pramel20
PRAMEF4	Pramel20
PRAMEF11	Pramel20
PRAMEF7	Pramel20
PRAMEF13	Pramel20
PRAMEF5	Pramel20
PRAMEF33	Pramel20
PRAMEF27	Pramel20
EFCAB7	Efcab7
FARP2	Farp2
RNU4-71P	Gm26425
PGM1	Pgm1
TMEM51	Tmem51
RCHY1	Rchy1
TSGA10	Tsga10
KAZN	Kazn
CLASP2	Clasp2
ODAPH	Odaph
U2AF1L5	U2af1
U2AF1	U2af1
ADGRA3	Adgra3
STK11	Stk11
ARHGAP33	Arhgap33
U3	Gm25419
RAD23B	Rad23b
RNU6-48P	U6
KLF4	Klf4
CRYAA2	Cryaa
CRYAA	Cryaa
MROH8	Mroh8
PNISR	Pnisr
SIK1B	Sik1
SIK1	Sik1
DDR2	Ddr2
CBARP	Cbarp
ATP5MC3	Atp5g3
SLFN12	Slfn4
PPARGC1A	Ppargc1a
SULT2B1	Sult2b1
HSF2BP	Hsf2bp
LIPT1	Lipt1
MEIKIN	Meikin
MIGA2	Miga2
STK25	Stk25
RRP1B	Rrp1b
SLFN12	Slfn3
CLCN4	Clcn4
ATP5F1D	Atp5d
SLFN14	Slfn14
MITD1	Mitd1
MIDN	Midn
ACTL7B	Actl7b
ACTL7A	Actl7a
COQ3	Coq3
SNORD7	Snord7
DNAH2	Dnah2
CDKL2	Cdkl2
BOK	Bok
FAXC	Faxc
UNC80	Unc80
NOTCH3	Notch3
FBXL4	Fbxl4
CIRBP	Cirbp
RPN2	Rpn2
PIK3C2A	Pik3c2a
POU3F2	Pou3f2
ELP1	Elp1
EPHX3	Ephx3
FAM174C	Fam174c
EFNA2	Efna2
BRD4	Brd4
PWWP3A	Pwwp3a
EFNB3	Efnb3
FNIP1	Fnip1
UBP1	Ubp1
DHX15	Dhx15
GHRH	Ghrh
DOLPP1	Dolpp1
PEX12	Pex12
SLCO2B1	Slco2b1
NDUFS7	Ndufs7
ABITRAM	Abitram
AKAP8	Akap8
MRPL30	Mrpl30
ARHGAP27	Arhgap27
MANBAL	Manbal
LNPK	Lnpk
GAMT	Gamt
CTNNAL1	Ctnnal1
THAP4	Thap4
DAZAP1	Dazap1
TPM1	Tpm1
LYG2	Lyg2
LYG1	Lyg1
RNU6-64P	U6
SOD3	Sod3
CCDC149	Ccdc149
MMS22L	Mms22l
PROSER3	Proser3
AKAP8L	Akap8l
RN7SKP164	7SK
RPEL1	Rpe
RPE	Rpe
LGI2	Lgi2
WRAP53	Wrap53
OR2AT4	Olfr520
HSPB6	Hspb6
RNU6-347P	U6
EVX2	Evx2
PLEKHM1	Plekhm1
UAP1	Uap1
DPP6	Dpp6
CRAT	Crat
LRRC37B	Lrrc37a
LRRC37A	Lrrc37a
LRRC37A2	Lrrc37a
LRRC37A3	Lrrc37a
NEU3	Neu3
LRRC37B	Gm884
LRRC37A	Gm884
LRRC37A2	Gm884
LRRC37A3	Gm884
RPS15	Rps15
LYZL6	Lyzl6
WIZ	Wiz
APC2	Apc2
LIN37	Lin37
RPRML	Rprml
GOSR2	Gosr2
HOXD13	Hoxd13
HOXD12	Hoxd12
AMBRA1	Ambra1
ARHGEF1	Arhgef1
WNT9B	Wnt9b
TMEM245	Tmem245
WNT3	Wnt3
ATG4B	Atg4b
TP53	Trp53
C19orf25	2310011J03Rik
PCSK4	Pcsk4
MIR32	Mir32
FRRS1L	Frrs1l
EPB41L4B	Epb41l4b
DTYMK	Dtymk
RASAL3	Rasal3
TXNDC9	Txndc9
KLHL32	Klhl32
CIT	Cit
UHMK1	Uhmk1
ADAMTSL5	Adamtsl5
NDUFAF4	Ndufaf4
SH2D1B	Sh2d1b2
PTPN3	Ptpn3
ATP1B2	Atp1b2
KANSL1L	Kansl1l
PLK5	Plk5
SHBG	Shbg
NSF	Nsf
PGLYRP2	Pglyrp2
HOXD11	Hoxd11
CHRM4	Chrm4
HOXD10	Hoxd10
GPR63	Gpr63
HOXD9	Hoxd9
ING5	Ing5
FHL5	Fhl5
MEX3D	Mex3d
HOXD8	Hoxd8
MBD3	Mbd3
HOXD3	Hoxd3
SRC	Src
SH2D1B	Sh2d1b1
CYP4F22	Cyp4f39
RNU6-1093P	Gm22089
PALM2AKAP2	Pakap
UFL1	Ufl1
EIF5B	Eif5b
CYP4F8	Cyp4f17
SAT2	Sat2
UQCR11	Uqcr11
DCP1B	Dcp1b
TCF3	Tcf3
ARL17B	Arf2
ARL17A	Arf2
CYP4F8	Cyp4f16
LINC02210-CRHR1	Crhr1
CRHR1	Crhr1
CACNA2D4	Cacna2d4
ACADL	Acadl
FXR2	Fxr2
