"KW"	"category"	"node_weight"	"occurrence"	"btw_cnt"	"cls_cnt"	"strength"	"qscore"	"Knode"	"ranking"	"CommunityMembership"
"pancreatic neoplasms/drug therapy"	"MESH"	0.0114285714285714	2	48	0.770605154940189	7.01303163665874	0.630106948845631	124.884436963536	354	14
"pc12 cells"	"MESH"	0.0169491525423728	2	3034.5	0.651101873833359	4.99529069784443	0.535216373358986	136.867114887342	262	1
"peptide elongation factors/metabolism"	"MESH"	0.0057142857142857	1	0	0.6539067648091	6.65622515824128	0.507221876414667	141.449121444155	232	4
"peptide fragments/genetics"	"MESH"	0.0057142857142857	1	0	0.697320787789878	6.26468250187414	0.457630715255772	174.343237695303	40	9
"peroxisome proliferator-activated receptor gamma coactivator 1-alpha/genetics"	"MESH"	0.0057142857142857	1	0	0.602520315160966	2.3492559382028	0.0983123019465822	143.432926347178	218	15
"pharmaceutical preparations"	"MESH"	0.0057142857142857	1	0	0.747441138628329	1.95771328183567	0.0791718537799909	113.139410059832	442	2
"phenotype"	"MESH"	0.0057142857142857	1	0	0.699839116436945	6.65622515824128	0.507221876414667	165.234840817732	90	6
"phenylenediamines/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.587512622328003	4.63848421942697	0.348878168854685	133.855458387344	296	11
"phenylenediamines/pharmacology"	"MESH"	0.0169491525423728	2	126.5	0.579636292045036	6.0297601005329	0.544440003961068	126.772332023858	338	1
"phenylthiohydantoin/pharmacology"	"MESH"	0.0084745762711864	1	0	0.573890631065797	4.63848421942697	0.348878168854685	104.267638875918	527	13
"phenylurea compounds/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.72138150470805	3.21125830575713	0.197494624264373	101.306766372484	577	12
"phosphates/metabolism"	"MESH"	0.0114285714285714	2	0	0.878826691654174	2.28126003164241	0.081781914893617	108.581115621833	494	-1
"phospholipid hydroperoxide glutathione peroxidase"	"MESH"	0.0084745762711864	1	0	0.721294193707425	1.42722591366984	0.0330607741059303	99.1774182436904	599	2
"phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors"	"MESH"	0.0084745762711864	1	0	1.55474202777969	2.49764534892221	1	0	6	17
"phospholipid hydroperoxide glutathione peroxidase/biosynthesis"	"MESH"	0.0114285714285714	2	137.714285714286	0.686313262234382	8.04871489396144	0.697259435830692	174.928087918654	32	1
"phospholipid hydroperoxide glutathione peroxidase/genetics"	"MESH"	0.0285714285714285	5	16525.1666666667	1.32823837367566	17.2083023054367	0.942281575373472	63.8153764256895	721	6
"phospholipid hydroperoxide glutathione peroxidase/metabolism"	"MESH"	0.0228571428571428	4	932.888888888889	0.723587631593681	10.3726793531353	0.802119878904482	125.807746437264	345	13
"phosphotransferases (alcohol group acceptor)/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0	0.756564106905964	3.0976050729874	0.160953768673608	105.482212255835	504	2
"phosphotransferases (alcohol group acceptor)/genetics"	"MESH"	0.0057142857142857	1	0	0.650401006176201	6.65622515824128	0.507221876414667	178.617104836407	24	8
"photosensitizing agents"	"MESH"	0.0114285714285714	2	9	0.976349532587727	3.74322212326192	0.270364135355364	90.1062612385041	679	2
"photosensitizing agents/administration & dosage"	"MESH"	0.0171428571428571	3	64.0833333333333	0.667871466940058	6.38128863332179	0.556591995812585	119.304965034389	410	5
"photosensitizing agents/analysis"	"MESH"	0.0084745762711864	1	0	0.770010052304879	3.56806478417459	0.237515561339973	124.309921820487	368	9
"photosensitizing agents/chemistry"	"MESH"	0.0285714285714285	5	3307.48333333333	0.99755014145888	12.724888190016	0.867710926889996	84.4209279276163	694	14
"photosensitizing agents/pharmacology"	"MESH"	0.0857142857142857	15	17889.8333333333	1.34198548246278	25.4976836994848	0.974857825939339	62.1366092455531	737	2
"photosensitizing agents/therapeutic use"	"MESH"	0.0228571428571428	4	133	1.18205641435219	8.87257135631226	0.715803955409688	74.1710625792274	711	15
"piperazine/pharmacology"	"MESH"	0.0084745762711864	1	0	0.669487468314673	2.85445182733967	0.152253564961521	144.73000659606	212	1
"piperazines"	"MESH"	0.0084745762711864	1	0	0.608623380944751	2.49764534892221	0.117452750113173	90.9111017765599	672	4
"piperazines/administration & dosage"	"MESH"	0.0171428571428571	3	94.0833333333333	0.756219543133462	6.77283128968893	0.623788691149842	110.572896013472	467	5
"piperazines/chemistry"	"MESH"	0.0057142857142857	1	0	0.68880135575961	2.74079859456994	0.140943300135808	135.86635778859	277	14
"piperazines/metabolism"	"MESH"	0.0084745762711864	1	0	0.520211248867552	3.56806478417459	0.237515561339973	55.5376696434085	744	11
"piperazines/pharmacology"	"MESH"	0.0228571428571428	4	1119.66666666667	0.678407513402595	11.3989179115173	0.827281504640109	160.678499182287	99	13
"piperazines/therapeutic use"	"MESH"	0.0057142857142857	1	0	0.752126225029941	5.09005453277274	0.413259676324129	109.3699191573	484	5
"plant extracts"	"MESH"	0.0057142857142857	1	0	0.748781097408571	4.69851187640561	0.373238739248529	135.079371252703	283	2
"plant extracts/pharmacology"	"MESH"	0.0169491525423728	2	2.4	0.867768116578268	6.63552295967611	0.504244001810774	104.440692210443	511	10
"plant leaves/chemistry"	"MESH"	0.0057142857142857	1	0	0.767752072892568	5.05531835482307	0.382808963331824	125.307721041853	346	10
"porphyrins"	"MESH"	0.0057142857142857	1	0	0.743932218794694	2.3492559382028	0.0983123019465822	99.4204869147682	597	14
"porphyrins/administration & dosage"	"MESH"	0.0114285714285714	2	61.5	0.759075464066952	4.88311391441365	0.453768673607967	103.772466018081	550	5
"porphyrins/pharmacology"	"MESH"	0.0171428571428571	3	5.5	1.17511120610178	5.77644273266382	0.481428955409688	73.0486504473952	713	2
"porphyrins/therapeutic use"	"MESH"	0.0084745762711864	1	0	0.722771211141496	1.42722591366984	0.0330607741059303	97.1094382389589	633	2
"proanthocyanidins/metabolism"	"MESH"	0.0084745762711864	1	3.66666666666667	0.690763997339498	3.56806478417459	0.263101587256677	110.401354266549	469	10
"prodrugs/chemistry"	"MESH"	0.0084745762711864	1	0	1.55474202777969	2.49764534892221	1	0	5	17
"prostate/pathology"	"MESH"	0.0084745762711864	1	0	0.573890631065797	4.63848421942697	0.348878168854685	104.267638875918	531	13
"prostatic neoplasms castration-resistant/diagnosis"	"MESH"	0.0084745762711864	1	0	0.573890631065797	4.63848421942697	0.348878168854685	104.267638875918	524	13
"prostatic neoplasms castration-resistant/drug therapy"	"MESH"	0.0114285714285714	2	187.75	0.869219221697987	6.19668659531375	0.557253352761431	146.028019139863	188	6
"protein isoforms/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0	0.699839116436945	6.65622515824128	0.507221876414667	165.234840817732	91	6
"protein isoforms/genetics"	"MESH"	0.0057142857142857	1	3.66666666666667	0.726266418219172	2.70606241662026	0.133222753508375	137.151728388254	261	6
"protein kinase inhibitors/pharmacology"	"MESH"	0.0171428571428571	3	854.633333333334	0.905148900408166	16.7156929069425	0.856690668854685	167.158149345713	73	6
"proto-oncogene proteins c-akt/biosynthesis"	"MESH"	0.0057142857142857	1	0	0.780664417289276	4.30696922003847	0.29928700769579	129.970609358762	319	5
"proto-oncogene proteins c-bcl-2/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0	0.74992367840984	4.30696922003847	0.29928700769579	111.434950683186	461	2
"proto-oncogene proteins c-bcl-2/metabolism"	"MESH"	0.0057142857142857	1	0	0.753341824645407	5.09005453277274	0.413259676324129	109.814429732787	477	3
"proto-oncogene proteins p21(ras)/genetics"	"MESH"	0.0057142857142857	1	0	0.750971486989379	6.65622515824128	0.507221876414667	158.895967003832	110	10
"pyridazines/pharmacology"	"MESH"	0.0084745762711864	1	0	0.741431269969261	2.85445182733967	0.152253564961521	124.095593112926	376	8
"pyridines/pharmacology"	"MESH"	0.0114285714285714	2	0	0.675665545731712	4.30696922003847	0.29928700769579	138.80349655977	246	7
"pyroptosis"	"MESH"	0.0084745762711864	1	0	0.691831884930271	1.78403239208729	0.0722116908103214	154.068307814656	148	9
"pyroptosis/drug effects"	"MESH"	0.0171428571428571	3	2162.25	1.18584128934874	8.34356043748538	0.791644267768221	75.153927295816	708	15
"pyruvic acid"	"MESH"	0.0057142857142857	1	0	0.575496668407077	4.69851187640561	0.373238739248529	103.988138936141	537	11
"pyruvic acid/pharmacology"	"MESH"	0.0057142857142857	1	0	0.650401006176201	6.65622515824128	0.507221876414667	178.617104836407	17	8
"quassins/chemistry"	"MESH"	0.0057142857142857	1	0.285714285714286	0.6736007123071	3.91542656367134	0.264535706201901	148.579698595566	174	14
"quercetin/chemistry"	"MESH"	0.0057142857142857	1	0	0.748781097408571	4.69851187640561	0.373238739248529	135.079371252703	285	2
"quinolines/pharmacology"	"MESH"	0.0084745762711864	1	0	0.721803464261561	1.78403239208729	0.0722116908103214	96.2705814599699	645	3
"quinoxalines/pharmacology"	"MESH"	0.0057142857142857	1	9.21428571428572	0.685308801844864	6.65622515824128	0.585573223177909	174.043324987898	50	1
"radiation tolerance/drug effects"	"MESH"	0.0057142857142857	1	0	0.780664417289276	4.30696922003847	0.29928700769579	129.970609358762	315	5
"ranibizumab/therapeutic use"	"MESH"	0.0084745762711864	1	0	0.739568587189323	4.63848421942697	0.348878168854685	128.362990069511	324	15
"reactive oxygen species"	"MESH"	0.0228571428571428	4	2323.75	0.98146387538489	8.44321044900649	0.796468283159801	94.5348348347049	664	5
"reactive oxygen species/antagonists & inhibitors"	"MESH"	0.0114285714285714	2	286.333333333333	0.992882422451785	4.49304770738547	0.391058241851516	97.5204170431055	631	3
"reactive oxygen species/chemistry"	"MESH"	0.0057142857142857	1	0	0.774244120137925	1.95771328183567	0.0791718537799909	121.680165673146	396	14
"reactive oxygen species/metabolism"	"MESH"	0.154285714285714	27	34099.4833333333	1.08386557396894	13.6630335921337	0.930019946808511	123.619907710902	381	6
"receptor endothelin b/metabolism"	"MESH"	0.0084745762711864	1	0	0.63986955639195	1.78403239208729	0.0722116908103214	129.442580909128	322	6
"receptor erbb-2/antagonists & inhibitors"	"MESH"	0.0084745762711864	1	0	0.721803464261561	1.78403239208729	0.0722116908103214	96.2705814599699	643	3
"receptor trka/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0	0.699839116436945	6.65622515824128	0.507221876414667	165.234840817732	88	6
"receptors androgen/genetics"	"MESH"	0.0057142857142857	1	3.66666666666667	0.726266418219172	2.70606241662026	0.133222753508375	137.151728388254	259	6
"receptors dopamine d1/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0	0.746827311718792	6.26468250187414	0.457630715255772	104.340994826442	515	3
"receptors transferrin/biosynthesis"	"MESH"	0.0057142857142857	1	9.21428571428572	0.685308801844864	6.65622515824128	0.585573223177909	174.043324987898	52	1
"receptors transferrin/genetics"	"MESH"	0.0057142857142857	1	0	0.786933041456137	7.01303163665874	0.527232344952467	145.500090107738	195	5
"receptors transferrin/metabolism"	"MESH"	0.0084745762711864	1	0	0.669487468314673	2.85445182733967	0.152253564961521	144.73000659606	214	1
"recombinant fusion proteins/metabolism"	"MESH"	0.0057142857142857	1	0	0.74992367840984	4.30696922003847	0.29928700769579	111.434950683186	462	2
"recombinant fusion proteins/physiology"	"MESH"	0.0057142857142857	1	0	0.697320787789878	6.26468250187414	0.457630715255772	174.343237695303	41	9
"retinal drusen/genetics"	"MESH"	0.0084745762711864	1	0	0.739568587189323	4.63848421942697	0.348878168854685	128.362990069511	325	15
"retinal pigment epithelium/cytology"	"MESH"	0.0084745762711864	1	0	0.555528598596857	1.78403239208729	0.0722116908103214	113.128979725368	445	8
"retinal pigment epithelium/drug effects"	"MESH"	0.0084745762711864	1	0	0.739568587189323	4.63848421942697	0.348878168854685	128.362990069511	327	15
"retinal pigment epithelium/metabolism"	"MESH"	0.0171428571428571	3	962.75	0.836675363773114	7.6268654076615	0.753015009619737	165.636536862463	82	9
"retinoblastoma-binding protein 2/genetics"	"MESH"	0.0057142857142857	1	0	0.778993471107623	5.4468610111902	0.422829900407424	136.797785760986	265	6
"ribosome inactivating proteins type 2/isolation & purification"	"MESH"	0.0084745762711864	1	0	0.712634679306143	3.56806478417459	0.237515561339973	134.544758587604	288	12
"rifampin/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.727704053384338	2.49764534892221	0.117452750113173	95.6650535178077	661	11
"rna interference"	"MESH"	0.0114285714285714	2	42.3333333333333	0.704243787207315	7.40457429302587	0.646681544250792	169.430448626587	61	7
"rna long noncoding/physiology"	"MESH"	0.0084745762711864	1	0	0.739504709682443	4.63848421942697	0.348878168854685	113.303484983737	436	4
"rna messenger/genetics"	"MESH"	0.0171428571428571	3	906.166666666667	0.722653491729604	11.2867411280865	0.812811226799457	206.139286381237	2	8
"rna small interfering"	"MESH"	0.0057142857142857	1	122.1	0.799163474521004	4.62903952050626	0.385900011317338	145.367556672225	204	1
"rna/genetics"	"MESH"	0.0057142857142857	1	0	0.770368988429317	4.69851187640561	0.373238739248529	131.870871140223	309	9
"rose bengal/metabolism"	"MESH"	0.0084745762711864	1	0	0.520211248867552	3.56806478417459	0.237515561339973	55.5376696434085	749	11
"selenocysteine/chemistry"	"MESH"	0.0084745762711864	1	0	1.55474202777969	2.49764534892221	1	0	2	17
"sequence deletion"	"MESH"	0.0057142857142857	1	0	0.786933041456137	7.01303163665874	0.527232344952467	145.500090107738	196	5
"sesquiterpenes/administration & dosage"	"MESH"	0.0057142857142857	1	0	0.750971486989379	6.65622515824128	0.507221876414667	158.895967003832	111	10
"silicon dioxide/chemistry"	"MESH"	0.0114285714285714	2	68.4523809523809	0.749288923954595	6.91029955214867	0.622846169081032	143.98542483461	215	14
"silver/chemistry"	"MESH"	0.0057142857142857	1	0	0.728764426907311	4.30696922003847	0.29928700769579	157.976135800779	122	12
"simvastatin/chemistry"	"MESH"	0.0084745762711864	1	0	0.672898018928192	1.42722591366984	0.0330607741059303	95.9849480682542	652	3
"singlet oxygen"	"MESH"	0.0084745762711864	1	0	0.721878380680545	1.42722591366984	0.0330607741059303	97.9248236405063	625	2
"sirolimus/administration & dosage"	"MESH"	0.0057142857142857	1	0	0.780664417289276	4.30696922003847	0.29928700769579	129.970609358762	318	5
"sirolimus/analogs & derivatives"	"MESH"	0.0057142857142857	1	0	0.745259794888462	4.2722330420888	0.277536498415573	150.496436149563	165	5
"skin neoplasms/drug therapy"	"MESH"	0.0114285714285714	2	41	0.755529957830844	5.56051424395994	0.508795693752829	121.378320938624	398	13
"small molecule libraries/chemistry"	"MESH"	0.0084745762711864	1	0	1.55474202777969	2.49764534892221	1	0	8	17
"sorafenib"	"MESH"	0.0057142857142857	1	0	0.744162125801359	2.3492559382028	0.0983123019465822	101.53868898087	573	5
"sorafenib/administration & dosage"	"MESH"	0.0057142857142857	1	0	0.717171964774676	1.56617062546854	0.0348008148483477	140.401971626198	242	12
"sorafenib/analogs & derivatives"	"MESH"	0.0084745762711864	1	0	0.701770797975303	2.85445182733967	0.152253564961521	120.076210272777	406	14
"sorafenib/pharmacology"	"MESH"	0.0114285714285714	2	0	0.748299654811419	4.62903952050626	0.311467292892712	107.672420813103	496	2
"sorafenib/therapeutic use"	"MESH"	0.0057142857142857	1	0	0.752126225029941	5.09005453277274	0.413259676324129	109.3699191573	490	5
"species specificity"	"MESH"	0.0057142857142857	1	0	0.786933041456137	7.01303163665874	0.527232344952467	145.500090107738	192	5
"spheroids cellular/drug effects"	"MESH"	0.0057142857142857	1	0	0.699839116436945	6.65622515824128	0.507221876414667	165.234840817732	89	6
"spinal cord/drug effects"	"MESH"	0.0057142857142857	1	9.21428571428572	0.685308801844864	6.65622515824128	0.585573223177909	174.043324987898	47	1
"spiro compounds/pharmacology"	"MESH"	0.0057142857142857	1	9.21428571428572	0.685308801844864	6.65622515824128	0.585573223177909	174.043324987898	53	1
"starch/analogs & derivatives"	"MESH"	0.0057142857142857	1	0	0.777961859738029	2.74079859456994	0.140943300135808	123.537512284164	385	3
"stimulation chemical"	"MESH"	0.0685714285714285	12	711.75	1.16065968596419	7.57500916073944	0.737315739588049	80.7435546365285	701	-1
"stress physiological/drug effects"	"MESH"	0.0084745762711864	1	0	0.565839040186531	3.21125830575713	0.197494624264373	114.283986458641	424	4
"stroke/prevention & control"	"MESH"	0.0084745762711864	1	0	0.721794082285898	1.42722591366984	0.0330607741059303	97.9281684232704	622	2
"stromal cells/physiology"	"MESH"	0.0084745762711864	1	0	0.739504709682443	4.63848421942697	0.348878168854685	113.303484983737	433	4
"succinates/metabolism"	"MESH"	0.0228571428571428	4	54.5	1.11797402240879	4.74640660810559	0.447865974422816	83.1789673064052	697	-1
"sulfasalazine/pharmacology"	"MESH"	0.0057142857142857	1	0	0.701892485477056	3.91542656367134	0.25926607062019	166.427457798406	76	12
"sulfasalazine/therapeutic use"	"MESH"	0.0057142857142857	1	0	0.752126225029941	5.09005453277274	0.413259676324129	109.3699191573	489	5
"sulfhydryl compounds/chemistry"	"MESH"	0.0057142857142857	1	0	0.668693209843934	5.09005453277274	0.413259676324129	154.775688475829	139	7
"sulfonamides/pharmacology"	"MESH"	0.0057142857142857	1	0	0.74992367840984	4.30696922003847	0.29928700769579	111.434950683186	463	2
"superoxide dismutase/biosynthesis"	"MESH"	0.0114285714285714	2	270.214285714286	0.677244206335474	9.39702375281122	0.748076052512449	178.149413833958	26	1
"superoxide dismutase/deficiency"	"MESH"	0.0057142857142857	1	0	0.699839116436945	6.65622515824128	0.507221876414667	165.234840817732	87	6
"synovial membrane/cytology"	"MESH"	0.0057142857142857	1	0.222222222222222	0.611363401971261	3.91542656367134	0.261900888411046	123.324345192794	386	9
"t-lymphocytes cytotoxic/drug effects"	"MESH"	0.0084745762711864	1	0	0.724389427975016	4.63848421942697	0.348878168854685	111.691534069162	453	13
"t-lymphocytes cytotoxic/metabolism"	"MESH"	0.0057142857142857	1	0	0.668380622614701	2.3492559382028	0.0983123019465822	141.760662887005	222	7
"tamoxifen/pharmacology"	"MESH"	0.0057142857142857	1	0	0.746827311718792	6.26468250187414	0.457630715255772	104.340994826442	520	3
"thioredoxins/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.647129803788748	1.78403239208729	0.0722116908103214	135.931527134606	269	1
"tissue distribution"	"MESH"	0.0285714285714285	5	19815.75	1.21592592276156	14.4375149482891	0.930338246944319	80.3691699139108	703	9
"tongue neoplasms/drug therapy"	"MESH"	0.0084745762711864	1	0	0.629973385905036	2.49764534892221	0.117452750113173	113.45159662526	430	5
"tor serine-threonine kinases/antagonists & inhibitors"	"MESH"	0.0171428571428571	3	783.291666666667	0.916090223196179	10.0848884020413	0.789071341670439	108.898328167366	492	5
"transcription factors/genetics"	"MESH"	0.0057142857142857	1	0	0.781475281624978	5.09005453277274	0.413259676324129	128.06615046956	331	2
"transcription factors/metabolism"	"MESH"	0.0057142857142857	1	0	0.760991477236866	5.09005453277274	0.413259676324129	124.685377278354	355	3
"transferrin/genetics"	"MESH"	0.0057142857142857	1	122.1	0.799163474521004	4.62903952050626	0.385900011317338	145.367556672225	205	1
"tretinoin/pharmacology"	"MESH"	0.0114285714285714	2	56.25	0.836276224109494	5.80514393894662	0.519407466613853	150.602217027432	161	7
"triple negative breast neoplasms/metabolism"	"MESH"	0.0084745762711864	1	0	0.672898018928192	1.42722591366984	0.0330607741059303	95.9849480682542	654	3
"triple negative breast neoplasms/pathology"	"MESH"	0.0057142857142857	1	0	0.736040199944469	2.3492559382028	0.0983123019465822	103.964221284648	544	6
"triterpenes/pharmacology"	"MESH"	0.0057142857142857	1	0	0.782628278978914	3.0976050729874	0.160953768673608	126.522498392614	341	12
"tumor escape/drug effects"	"MESH"	0.0084745762711864	1	0	0.724389427975016	4.63848421942697	0.348878168854685	111.691534069162	455	13
"tumor hypoxia/drug effects"	"MESH"	0.0084745762711864	1	0	0.726270389186654	3.56806478417459	0.237515561339973	98.114678994348	618	3
"tumor microenvironment"	"MESH"	0.114285714285714	20	79687.4166666667	1.34198582220942	32.3657599729296	0.992035423268447	62.1992334823394	735	2
"tumor microenvironment/drug effects"	"MESH"	0.0342857142857142	6	7850.08333333333	1.28751792379276	16.5414256983179	0.920516919420552	65.7165503143734	716	3
"tumor necrosis factor inhibitors/pharmacology"	"MESH"	0.0057142857142857	1	0.222222222222222	0.611363401971261	3.91542656367134	0.261900888411046	123.324345192794	390	9
"tumor necrosis factor-alpha/pharmacology"	"MESH"	0.0057142857142857	1	0	0.575496668407077	4.69851187640561	0.373238739248529	103.988138936141	540	11
"tumor suppressor protein p53/genetics"	"MESH"	0.0057142857142857	1	0	0.798008752641797	4.69851187640561	0.373238739248529	138.160021024908	248	6
"uridine/pharmacology"	"MESH"	0.0057142857142857	1	0	0.650401006176201	6.65622515824128	0.507221876414667	178.617104836407	16	8
"urinary bladder neoplasms/drug therapy"	"MESH"	0.0084745762711864	1	0	0.725391882200146	3.21125830575713	0.197494624264373	100.595160887075	587	2
"urologic diseases/drug therapy"	"MESH"	0.0084745762711864	1	0	0.6443649779841	1.78403239208729	0.0722116908103214	135.909831941027	273	1
"vacuolar proton-translocating atpases/metabolism"	"MESH"	0.0057142857142857	1	0.75	0.753009680408425	3.91542656367134	0.266643560434586	103.124442480653	559	3
"vascular endothelial growth factor a/antagonists & inhibitors"	"MESH"	0.0084745762711864	1	0	0.739568587189323	4.63848421942697	0.348878168854685	128.362990069511	329	15
"verteporfin/pharmacology"	"MESH"	0.0057142857142857	1	0	0.781475281624978	5.09005453277274	0.413259676324129	128.06615046956	335	2
"verteporfin/therapeutic use"	"MESH"	0.0084745762711864	1	0	0.739568587189323	4.63848421942697	0.348878168854685	128.362990069511	328	15
"water"	"MESH"	0.0057142857142857	1	0	0.782628278978914	3.0976050729874	0.160953768673608	126.522498392614	340	12
"zeolites/chemistry"	"MESH"	0.0084745762711864	1	0	0.726270389186654	3.56806478417459	0.237515561339973	98.114678994348	619	3
"zinc oxide/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.476440292230483	3.21125830575713	0.197494624264373	63.0035635641379	730	1
