KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership
"killer cells natural/drug effects"	"MESH"	0.0085227272727272	3	1066.26647823467	0.475783193088662	5.62083276200923	0.0835899430167775	65.7796734314281	88	22
"killer cells natural/metabolism"	"MESH"	0.002840909090909	1	2916.95030442121	0.437823200874212	3.93973485946102	0.0736942667576705	-25.794279048912	592	6
"KLK3"	"GENE"	0.002840909090909	1	1205139.76168865	0.443972334183595	16.4194444444444	0.97609561752988	-58.7854375476199	740	12
"lactic acid/metabolism"	"MESH"	0.0056818181818181	2	1133.21675703517	0.495684560521176	9.2863455988456	0.187422620275869	45.0042812605292	154	22
"leishmaniasis visceral/immunology"	"MESH"	0.002840909090909	1	100437.695402532	0.460831409836116	10.2844196723992	0.813379946350058	-0.857645395853894	402	30
"leukemia lymphocytic chronic b-cell/drug therapy"	"MESH"	0.0056818181818181	2	559.004853262853	0.475588769291619	4.12128237259816	0.0271067125918636	-31.7237196210455	616	19
"leukemia myelogenous chronic bcr-abl positive/genetics"	"MESH"	0.002840909090909	1	19584.6294161562	0.408692682879578	6.7515873015873	0.369589371597276	-8.42102426664609	474	15
"leukemia myeloid acute/drug therapy"	"MESH"	0.0113636363636363	4	343.558170349674	0.449837873938308	4.85429214929215	0.0239877144807225	-42.293975320469	674	19
"leukemia t-cell/drug therapy"	"MESH"	0.002840909090909	1	14040.552845084	0.445717135528118	7.07592592592592	0.384845081824098	52.0934723395377	126	26
"leukemia/drug therapy"	"MESH"	0.002840909090909	1	3084.06003145649	0.450021459879829	5.64665286404416	0.162783130426501	-35.0567385009678	636	29
"leukocytes/immunology"	"MESH"	0.0085227272727272	3	27.6084172946124	0.392853326300441	0.478560371517028	6.34910556975286e-05	-67.3137644615289	764	22
"LGALS3"	"GENE"	0.002840909090909	1	21565.7758470916	0.408692682879578	6.7515873015873	0.376755924509135	-8.42101712864518	472	15
"LINC02605"	"GENE"	0.002840909090909	1	74662.3938205686	0.470938313568857	10.3497664171577	0.803121180616181	-4.4278388094147	447	20
"lipid a/chemistry"	"MESH"	0.0170454545454545	6	271.226932558543	0.410018435995516	1.02389735867997	0.000709314137870827	-74.4732961971109	781	10
"lipid metabolism/drug effects"	"MESH"	0.002840909090909	1	3289.07523038068	0.435111652455201	4.35415149568073	0.116182679640006	25.9860543267892	234	2
"lipopolysaccharides/administration & dosage"	"MESH"	0.002840909090909	1	97940.2001101158	0.39357571433256	9.44276094276093	0.755448326217044	-1.43587452719094	418	23
"lipopolysaccharides/blood"	"MESH"	0.0056818181818181	2	105.938242079388	0.415774859142087	5.02557803094887	0.0101585689116046	-75.064260526184	782	26
"lipopolysaccharides/immunology"	"MESH"	0.0085227272727272	3	341.995349085905	0.440738979179654	2.62802321861145	0.00710405390390629	8.28944749683883	352	22
"lipopolysaccharides/metabolism"	"MESH"	0.0852272727272727	30	586.540846970279	0.421846421315006	2.00668109339772	0.00815463246615133	-110.148145041674	920	10
"lipopolysaccharides/pharmacology"	"MESH"	0.002840909090909	1	128806.471944877	0.455370147484694	10.977355977356	0.845034205806257	20.4324255475235	300	1
"lipopolysaccharides/toxicity"	"MESH"	0.002840909090909	1	3282.2877614138	0.449977861233961	3.77141340044263	0.0730047935747052	-4.08843257024699	440	17
"lipoproteins/blood"	"MESH"	0.002840909090909	1	20631.9194009573	0.420750581648903	8.63980179028132	0.560482174886113	-37.942190595901	662	26
"lipoproteins/genetics"	"MESH"	0.002840909090909	1	1957.45953593823	0.439497474241581	4.60326797385621	0.102925945619911	-107.163104808303	916	10
"listeriosis/etiology"	"MESH"	0.002840909090909	1	16546.0409449485	0.420790380353327	7.06308650781267	0.392056276884494	-47.0980861979031	693	17
"liver cirrhosis/drug therapy"	"MESH"	0.002840909090909	1	9114.93441183864	0.455668871694797	6.79145022618137	0.308710377613054	-67.611365550811	770	9
"liver neoplasms/drug therapy"	"MESH"	0.0056818181818181	2	1074.1003827332	0.450053770365545	10.9761904761905	0.20345708798273	5.6771276732878	367	11
"liver x receptors/agonists"	"MESH"	0.002840909090909	1	25584.4280998055	0.420790380353327	7.06308650781267	0.42299328582086	-47.0980553841492	691	17
"liver/drug effects"	"MESH"	0.0056818181818181	2	2631.97824852796	0.480746917008968	8.01878023936847	0.292574721036174	54.6912318981041	113	3
"liver/pathology"	"MESH"	0.037037037037037	1	5352.76738150652	0.397945264032355	5.5	0.19461595847685	-111.601241288986	926	17
"lung neoplasms/drug therapy"	"MESH"	0.0113636363636363	4	1606.37868839871	0.474908526458061	9.71815358554489	0.262979952699164	9.51431654222226	350	11
"lung neoplasms/genetics"	"MESH"	0.002840909090909	1	27703.5780125357	0.420389311390867	7.40939153439153	0.499150807130046	-97.3939703930084	865	21
"lung neoplasms/immunology"	"MESH"	0.0056818181818181	2	46.5477167583654	0.437580932463127	4.5515873015873	0.00553562641862828	99.3546282066095	33	26
"lung/blood supply"	"MESH"	0.002840909090909	1	50536.4012027002	0.449901410768058	10.2287033528413	0.742327502738052	-90.2189230862787	845	10
"lymph nodes/drug effects"	"MESH"	0.002840909090909	1	7566.69493668933	0.423849726616004	5.79444444444444	0.233222488531928	-61.1782992078951	750	13
"lymph/metabolism"	"MESH"	0.037037037037037	1	9622.72605551501	0.403038066405843	5.97619047619047	0.254835240710465	-0.787784415740135	396	6
"lymphatic metastasis/genetics"	"MESH"	0.002840909090909	1	7981.61818546993	0.433290773623564	5.29642438881569	0.19610403009476	21.5656843889632	287	1
"lymphocytes tumor-infiltrating/drug effects"	"MESH"	0.0085227272727272	3	1190.59500508732	0.490388039078684	7.66560563619387	0.166132283614546	75.762779746492	72	25
"lymphocytes tumor-infiltrating/immunology"	"MESH"	0.0085227272727272	3	1735.46649836473	0.467882181831252	11.1676498939657	0.306518944143744	30.499184772358	221	11
"lymphoma large b-cell diffuse/metabolism"	"MESH"	0.002840909090909	1	42268.6919759759	0.403969960938454	7.52037037037036	0.549241281884415	-32.3363005443052	625	29
"lymphoma mantle-cell/immunology"	"MESH"	0.002840909090909	1	395.943422942651	0.446678250511686	3.99451284010107	0.0159670084601832	-3.17982857667775	428	22
"lymphoma t-cell"	"MESH"	0.002840909090909	1	3876.64319098628	0.437823200874212	3.93973485946102	0.0855918953667402	-25.7942671986843	590	6
"lymphoma t-cell/drug therapy"	"MESH"	0.002840909090909	1	13585.9826900727	0.473390401849018	7.66732238349885	0.458401453945176	22.3636419803613	263	22
"lysosomal-associated membrane protein 2/genetics"	"MESH"	0.002840909090909	1	12582.6346986155	0.445733879851201	6.26861053600184	0.292946738940652	5.61151534603701	372	14
"macrophage activation/drug effects"	"MESH"	0.002840909090909	1	1594.04881433128	0.414942382192333	3.0491452991453	0.0347534166124347	8.1101719867405	356	10
"macrophages"	"MESH"	0.037037037037037	1	911037.534803061	0.396777356913399	13.037037037037	0.943065387850987	-84.2850315156853	823	24
"macrophages peritoneal/cytology"	"MESH"	0.002840909090909	1	161777.459510263	0.403013820781567	9.14882154882154	0.750765860859351	37.1474341739903	185	27
"macrophages/cytology"	"MESH"	0.0142045454545454	5	3300.40323226257	0.465580521204932	6.30151098901099	0.203552324566277	-49.1677186242987	696	13
"macrophages/drug effects"	"MESH"	0.0369318181818181	13	4672.4189971708	0.501307924784822	7.31370439704911	0.313184512944239	3.15982165794452	380	11
"macrophages/immunology"	"MESH"	0.0397727272727272	14	662.967350545438	0.435364671920232	2.27866383346232	0.0115355311820447	68.3316548116078	85	30
"macrophages/metabolism"	"MESH"	0.0142045454545454	5	2016.00549162415	0.440288913083462	5.80461603613778	0.14959286360534	-62.8443013763396	759	10
"malaria/genetics"	"MESH"	0.002840909090909	1	38942.1624423364	0.420790380353327	7.06308650781267	0.455055276900367	-47.0980234498951	689	17
"maleimides"	"MESH"	0.002840909090909	1	14605.5696746126	0.459021005772568	7.22433862433862	0.397596863541849	114.966683760221	15	2
"malondialdehyde/blood"	"MESH"	0.037037037037037	1	5963.07676941994	0.397945264032355	5.5	0.198973032174092	-111.601236949271	925	17
"mammary glands animal/immunology"	"MESH"	0.002840909090909	1	48.6298247160632	0.405013924108052	1.35133650432103	0.000520825066268789	-79.4051295452891	798	8
"MAP2"	"GENE"	0.002840909090909	1	27796.3619255176	0.465211788756006	10.0020164476047	0.675267059253028	-13.4040057610807	494	29
"MAPK1"	"GENE"	0.0113636363636363	4	651.526323684665	0.439725114830624	2.66441424073003	0.0143807241154902	-115.711573233585	929	1
"MAPK3"	"GENE"	0.0056818181818181	2	247.18677826562	0.42034457574306	1.71313131313131	0.00253170584593895	-106.502207908263	914	19
"maraviroc"	"MESH"	0.002840909090909	1	771416.569427489	0.441504991623054	14.9871794871795	0.953663433913747	-50.9888022351452	707	11
"mastitis bovine/etiology"	"MESH"	0.0056818181818181	2	46.0305871207626	0.407254503238102	1.39962512212735	0.000527769400485707	-33.3419209803972	632	1
"matrix metalloproteinase 9/genetics"	"MESH"	0.002840909090909	1	6692.01504441008	0.40673240430607	5.37609427609427	0.19367549721433	40.4361825213933	175	12
"MCL1"	"GENE"	0.0085227272727272	3	1159.51110908114	0.487080745386245	7.5829365079365	0.159672068697322	-16.9117613808635	519	20
"mechanistic target of rapamycin complex 1/drug effects"	"MESH"	0.002840909090909	1	4807.30625766947	0.413851214727058	4.34933487565066	0.130273725813876	-78.1881351282876	788	10
"melanoma/blood"	"MESH"	0.037037037037037	1	11336.9459341503	0.403038066405843	5.97619047619047	0.262864875160712	-0.787776418096261	395	6
"melanoma/drug therapy"	"MESH"	0.002840909090909	1	7242.7611975361	0.440782164729594	5.56481481481481	0.212433135981969	-21.4622137452528	555	5
"melanoma/genetics"	"MESH"	0.0056818181818181	2	1294.9072281561	0.479165221239393	6.90175282234106	0.136604974524214	57.5320354133059	108	2
"membrane glycoproteins/antagonists & inhibitors"	"MESH"	0.002840909090909	1	677.123217068418	0.454283891391224	3.83133528265107	0.026166251329344	34.07082345052	212	25
"membrane potential mitochondrial/drug effects"	"MESH"	0.0056818181818181	2	892.757664123183	0.466843261949308	8.62840909090909	0.14818217171156	95.5776170501763	37	3
"membrane proteins/genetics"	"MESH"	0.037037037037037	1	560697.942628962	0.396777356913399	13.037037037037	0.931458429231282	-84.285043076401	826	24
"membrane proteins/immunology"	"MESH"	0.002840909090909	1	4531.21078601711	0.467111382707209	7.03140096618357	0.282773289312868	63.1512978288818	97	22
"membrane proteins/metabolism"	"MESH"	0.0056818181818181	2	1239.97609723781	0.478348858629136	8.73918385536032	0.192108061776797	9.81423916948036	348	6
"mesenchymal stem cells/cytology"	"MESH"	0.002840909090909	1	1475.37695323929	0.412652864211568	2.83189033189033	0.0303586451008714	-145.776362432968	973	6
"mesenchymal stem cells/drug effects"	"MESH"	0.0056818181818181	2	791.021349490592	0.45023140446378	6.57441558441558	0.0838915255313408	11.5416325028685	342	16
"mesenchymal stem cells/metabolism"	"MESH"	0.002840909090909	1	21477.7499301784	0.420389311390867	7.40939153439153	0.477674957540356	-97.3939917832969	867	21
"metal-organic frameworks/chemistry"	"MESH"	0.002840909090909	1	12058.0576121169	0.429196325152779	7.35316962730755	0.391815209282392	-17.1179426736584	526	9
"metallothionein/metabolism"	"MESH"	0.002840909090909	1	497.612197208771	0.38834551195574	1.5918575774508	0.00414279138426374	-120.234624546007	941	6
"methicillin resistance/drug effects"	"MESH"	0.002840909090909	1	54550.0450796204	0.437885843692377	9.41116287094547	0.698319272709957	-98.4611108180394	884	7
"methotrexate/pharmacology"	"MESH"	0.002840909090909	1	19642.8425452054	0.466730750975195	8.01858151011074	0.522880589196997	54.3942593562048	119	17
"microbial viability"	"MESH"	0.0198863636363636	7	480.404947934652	0.425926573829363	1.6516298773529	0.00400092855668958	-68.244005529441	771	10
"microfilament proteins"	"MESH"	0.002840909090909	1	14119.7115739502	0.388736699837731	4.74351851851851	0.202297384168505	-35.8516010088397	639	24
"microglia/drug effects"	"MESH"	0.002840909090909	1	3047.81332561878	0.449977861233961	3.77141340044263	0.0689125966254504	-4.08843664614037	441	17
"micrornas/genetics"	"MESH"	0.002840909090909	1	17400.5742399568	0.447326919266914	6.70119047619047	0.354195766733861	-105.598309670952	908	9
"mitochondria liver/drug effects"	"MESH"	0.002840909090909	1	27008.7817695946	0.447414852170478	8.65535714285714	0.589593815971175	25.1938430357907	241	3
"mitochondria/drug effects"	"MESH"	0.0284090909090909	10	2826.36567698741	0.49186176642352	9.88531052281052	0.355434834367708	99.3099689460912	34	3
"mitochondria/metabolism"	"MESH"	0.0085227272727272	3	1518.39547188252	0.481779602103479	8.60602453102453	0.222829796352439	-21.2494931633592	544	8
"mitochondrial proteins/genetics"	"MESH"	0.002840909090909	1	11420.3579657012	0.442120277770817	6.89285714285714	0.333661370454437	108.218871216841	29	14
"mitochondrial proteins/metabolism"	"MESH"	0.0142045454545454	5	3272.856149307	0.485745497520296	9.87973692973693	0.38454250726179	61.1498119060516	100	3
"mitogens/toxicity"	"MESH"	0.002840909090909	1	183014.753669813	0.403013820781567	9.14882154882154	0.756404660243488	37.1474397903244	184	27
"mitophagy/drug effects"	"MESH"	0.0056818181818181	2	1841.85681182632	0.451977441562839	11.7766233766234	0.325143648513516	29.1204436415169	225	3
"MKI67"	"GENE"	0.002840909090909	1	393.237754906733	0.445014342612104	3.20987958401751	0.0103718591768385	-29.336499669551	605	7
"MMP2"	"GENE"	0.002840909090909	1	94910.9827679242	0.455370147484694	10.977355977356	0.830209044300884	20.4324107814264	303	1
"MMP9"	"GENE"	0.0142045454545454	5	1158.92274472432	0.443475554780157	4.96044555283686	0.0741357280043174	16.0193673064316	330	1
"MMRN1"	"GENE"	0.002840909090909	1	25294.3758629845	0.455668871694797	6.79145022618137	0.388611887112903	-67.6112859676342	765	9
"monocrotaline/toxicity"	"MESH"	0.002840909090909	1	63203.0370711137	0.449901410768058	10.2287033528413	0.760065316423549	-90.2189054191336	843	10
"monocytes/immunology"	"MESH"	0.0056818181818181	2	45.3633062707769	0.396304378991951	1.00052535184114	0.000178568594149299	-41.4111635647047	672	10
"mouth neoplasms/immunology"	"MESH"	0.002840909090909	1	12379.2948511101	0.459021005772568	7.22433862433862	0.378216218790178	114.96666445679	16	2
"MRC1"	"GENE"	0.002840909090909	1	3637.52822057551	0.455369334896821	5.44001039809863	0.167284051046809	-83.2020551623508	809	6
"MSC"	"GENE"	0.002840909090909	1	1588.83700074879	0.412652864211568	2.83189033189033	0.031950881732036	-145.776360847075	972	6
"MTOR"	"GENE"	0.0056818181818181	2	2712.70316242995	0.495728724865025	11.0334054834055	0.380065395787368	76.1710413704311	71	14
"MUC1"	"GENE"	0.002840909090909	1	1389303.97091988	0.443972334183595	16.4194444444444	0.9800796812749	-58.785433579429	737	12
"mucin-1/immunology"	"MESH"	0.002840909090909	1	2108396.43392582	0.443972334183595	16.4194444444444	0.987051792828685	-58.7854266350947	733	12
"multiple myeloma/drug therapy"	"MESH"	0.0113636363636363	4	1542.87623055005	0.478502554028833	7.24839132166498	0.175013095030238	50.0234050450369	139	16
"multiple myeloma/genetics"	"MESH"	0.002840909090909	1	7709.45799359307	0.392493079449497	4.58117667356797	0.162289090649355	-83.5305102734683	813	19
"mupirocin/pharmacology"	"MESH"	0.002840909090909	1	33496.4996212588	0.437885843692377	9.41116287094547	0.662614482309805	-98.4611463805796	885	7
"muramidase/metabolism"	"MESH"	0.002840909090909	1	7989.87042269366	0.40673240430607	5.37609427609427	0.199889684290726	40.4361887108226	173	12
"mutant proteins/metabolism"	"MESH"	0.002840909090909	1	4592.40700696106	0.392493079449497	4.58117667356797	0.144759606990365	-83.5305277331134	815	19
"mutation"	"MESH"	0.0511363636363636	18	610.055793201957	0.405395318514773	1.06440717177559	0.00167854478500341	-230.930126668128	1002	10
"mutation/genetics"	"MESH"	0.0142045454545454	5	594.090067041154	0.440689067999929	2.69119029119029	0.013416453707084	-51.0670658677191	712	10
"MYC"	"GENE"	0.002840909090909	1	190089.018303404	0.460831409836116	10.2844196723992	0.849530166187838	-0.857609389658836	399	30
"MYD88"	"GENE"	0.0085227272727272	3	1636.9243278045	0.468711264919127	8.01064555327713	0.221017325121823	-0.6077621130007	387	1
"myeloid cell leukemia sequence 1 protein/metabolism"	"MESH"	0.002840909090909	1	3473.1923440298	0.489098377158989	5.52353568331829	0.171511166489421	48.9713363804686	144	1
"myeloid cells/cytology"	"MESH"	0.002840909090909	1	4086.38687955249	0.428287528287315	4.27286324786324	0.115928715417216	-87.0596677405806	836	11
"myeloid differentiation factor 88/antagonists & inhibitors"	"MESH"	0.002840909090909	1	44858.186212974	0.455370147484694	10.977355977356	0.765348962714878	20.4323461797515	305	1
"myeloid differentiation factor 88/metabolism"	"MESH"	0.0056818181818181	2	523.141521828146	0.453477570818448	4.33300865800866	0.0297614323582165	-11.3687497473992	482	22
"myeloid-derived suppressor cells/immunology"	"MESH"	0.0056818181818181	2	1372.86193873948	0.474812670983947	8.38492063492063	0.199981944731036	113.091536686979	19	26
"myocardial reperfusion injury/drug therapy"	"MESH"	0.037037037037037	1	12491.4878932978	0.376745493546373	7.35555555555555	0.401198988904938	-162.240854775762	987	10
"myocardium/immunology"	"MESH"	0.037037037037037	1	14067.4282020405	0.376745493546373	7.35555555555555	0.417371351248393	-162.240838667831	985	10
"natalizumab/pharmacology"	"MESH"	0.002840909090909	1	62033.1235031789	0.427692976920898	7.36734006734006	0.543271138553356	21.1939642854811	289	16
"NCOA1"	"GENE"	0.002840909090909	1	16037.7235735941	0.441440029254309	7.02945845004668	0.381556443548515	-79.0520327764091	794	19
"necroptosis/drug effects"	"MESH"	0.037037037037037	1	5847.51850403463	0.371977078354644	4.39684684684684	0.145979825717052	-25.7162385018409	588	19
"necrosis/chemically induced"	"MESH"	0.002840909090909	1	3275.30142085687	0.44750584477569	4.88888888888889	0.139060292693767	122.309830813215	5	3
"neoplasm invasiveness"	"MESH"	0.0113636363636363	4	2340.64333771623	0.485890574716738	11.1071789321789	0.359022079014619	-21.0587544481986	543	11
"neoplasm metastasis/drug therapy"	"MESH"	0.037037037037037	1	19403.4395414922	0.403038066405843	5.97619047619047	0.304280884430406	-0.787735167091012	393	6
"neoplasm proteins/antagonists & inhibitors"	"MESH"	0.002840909090909	1	865559.856511764	0.441504991623054	14.9871794871795	0.955625704353899	-50.9888002806926	706	11
"neoplasm proteins/metabolism"	"MESH"	0.0056818181818181	2	365.886415186433	0.435655154786493	6.53333333333333	0.0384120886970048	-12.5194344555886	489	1
"neoplasm recurrence local/genetics"	"MESH"	0.002840909090909	1	8497.61765790075	0.433290773623564	5.29642438881569	0.199496833383597	21.5656877682494	286	1
"neoplasms/diagnostic imaging"	"MESH"	0.002840909090909	1	3513.29842306667	0.411247688214697	4.13368910782704	0.100284122474246	-80.4819614188814	802	9
"neoplasms/drug therapy"	"MESH"	0.0142045454545454	5	2626.37039147129	0.492791838870546	6.32815028538713	0.183506015777527	27.9594098622914	230	13
"neoplasms/metabolism"	"MESH"	0.002840909090909	1	13614.0235155489	0.464717676704658	9.57632275132274	0.57024987698608	78.7982564166892	64	14
"neoplasms/pathology"	"MESH"	0.002840909090909	1	2948.29072725988	0.403968806869403	3.34381914381914	0.0576399580959032	119.542416036968	10	2
"neovascularization pathologic"	"MESH"	0.002840909090909	1	12551.9254727756	0.411598020720591	6.24090909090909	0.288192846145299	24.2037261660361	250	11
"neovascularization pathologic/immunology"	"MESH"	0.002840909090909	1	14068.2324222051	0.455189519816062	6.33501400560224	0.309995079443183	51.8911521436463	135	20
"neovascularization pathologic/metabolism"	"MESH"	0.0056818181818181	2	242.410064055151	0.450292068514425	5.1421568627451	0.0184342312026793	-15.8838271470791	502	22
"neovascularization pathologic/pathology"	"MESH"	0.002840909090909	1	70031.8697303548	0.455370147484694	10.977355977356	0.809824447230996	20.4323904780428	304	1
"nerve tissue proteins/metabolism"	"MESH"	0.002840909090909	1	509.823500384341	0.443783527873865	3.27519931759062	0.0151108712560118	-19.0282728431855	532	19
"neural crest/cytology"	"MESH"	0.002840909090909	1	15305.0996944343	0.465211788756006	10.0020164476047	0.603355502293614	-13.4040773861374	495	29
"neural stem cells/cytology"	"MESH"	0.002840909090909	1	14785.2010779187	0.465211788756006	10.0020164476047	0.598970651259504	-13.4040817535189	496	29
"neuroblastoma/immunology"	"MESH"	0.002840909090909	1	9521.86995402903	0.411598020720591	6.24090909090909	0.267257662576785	24.2037053142596	253	11
"neutral ceramidase/antagonists & inhibitors"	"MESH"	0.002840909090909	1	6722.54684911421	0.472459404067565	6.47845121556868	0.268172330597927	23.687853511557	258	6
"neutrophil infiltration"	"MESH"	0.037037037037037	1	0	0.361428656299681	4.31020733652313	0.00343050110315709	-128.02071577587	955	10
"neutrophils/immunology"	"MESH"	0.0142045454545454	5	1110.42366557698	0.419783107931912	4.02618145743146	0.0436877986063713	3.4735222824646	379	10
"neutrophils/metabolism"	"MESH"	0.0056818181818181	2	551.917677947726	0.434942072650307	3.76310078810079	0.0206038396215933	-11.4601638946024	483	13
"neutrophils/microbiology"	"MESH"	0.0056818181818181	2	226.50534321499	0.41942284824548	1.24840298590299	0.000992047745273885	-129.841062903256	959	1
"nf-e2-related factor 2/biosynthesis"	"MESH"	0.002840909090909	1	3978.029950908	0.449977861233961	3.77141340044263	0.079715996571483	-4.08842588578185	439	17
"nf-e2-related factor 2/deficiency"	"MESH"	0.002840909090909	1	19972.1498447136	0.447414852170478	8.65535714285714	0.563217250519833	25.1938167643112	243	3
"nf-e2-related factor 2/genetics"	"MESH"	0.0056818181818181	2	1794.30441442967	0.485822809862842	9.68809523809524	0.292584641513627	82.3269663649962	49	14
"nf-e2-related factor 2/metabolism"	"MESH"	0.0056818181818181	2	1353.58924191048	0.451977441562839	11.7766233766234	0.24880557451469	29.1203676075786	226	3
"nf-kappa b/metabolism"	"MESH"	0.03125	11	2932.97649656923	0.468159072455639	6.21444331811979	0.18326197203219	-83.101945553555	806	1
"nfatc transcription factors/antagonists & inhibitors"	"MESH"	0.002840909090909	1	39066.452101921	0.419615714647273	8.96437908496731	0.641239821590133	-36.2337501545313	651	22
"NFE2L2"	"GENE"	0.0198863636363636	7	4058.60654629427	0.503701812200613	11.5304292929293	0.458881605053888	47.5745774089206	147	3
"NFKB1"	"GENE"	0.0681818181818181	24	232.717076962976	0.420343285126071	1.96716032213449	0.00283725655148331	-103.465213858834	893	1
"ng-nitroarginine methyl ester/pharmacology"	"MESH"	0.002840909090909	1	952760.034278577	0.441504991623054	14.9871794871795	0.957587974794051	-50.98879832624	704	11
"nitric oxide synthase type ii/metabolism"	"MESH"	0.002840909090909	1	10585.2565507529	0.454076235289615	7.12891497178581	0.356942746940525	-16.5340409028516	517	22
"nitric oxide/metabolism"	"MESH"	0.002840909090909	1	17873.3025476366	0.473390401849018	7.66732238349885	0.491639021602832	22.3636750855084	261	22
"nitriles/pharmacology"	"MESH"	0.002840909090909	1	232725.589591051	0.398715088968887	9.57543290043289	0.799765083093919	19.262436826819	318	18
"nitrobenzenes/chemistry"	"MESH"	0.0111111111111111	1	1469.38926502556	0.428975097038854	4.1020202020202	0.0576776559102237	78.2932717518325	68	25
"nivolumab/therapeutic use"	"MESH"	0.002840909090909	1	3571.76388118992	0.465727209342464	5.20948275862069	0.154661235535944	72.8965522150355	77	2
"nlr family pyrin domain-containing 3 protein/metabolism"	"MESH"	0.002840909090909	1	89609.5170777802	0.449901410768058	10.2287033528413	0.791106490373169	-90.2188745016297	842	10
"NLRP3"	"GENE"	0.0111111111111111	1	0	0.402906678875024	3.33134920634921	0.00183330423326614	-98.1313001415355	876	10
"NOX4"	"GENE"	0.002840909090909	1	157711.030605263	0.449901410768058	10.2287033528413	0.824808336375613	-90.218840934054	840	10
"NPEPPS"	"GENE"	0.002840909090909	1	2029921.99857277	0.443972334183595	16.4194444444444	0.98605577689243	-58.7854276271425	735	12
"nuclear receptor coactivator 1/antagonists & inhibitors"	"MESH"	0.002840909090909	1	10081.7340057233	0.441440029254309	7.02945845004668	0.334206004666593	-79.0520799382009	797	19
"oleic acid/metabolism"	"MESH"	0.037037037037037	1	27722.0870087317	0.403038066405843	5.97619047619047	0.324566276725766	-0.787714962517012	392	6
"oleic acid/toxicity"	"MESH"	0.002840909090909	1	474.830423308022	0.439816948013097	3.6421568627451	0.0162408136378788	65.7036706471952	90	3
"oligopeptides/chemistry"	"MESH"	0.002840909090909	1	98810.7802536537	0.39357571433256	9.44276094276093	0.756289582705036	-1.43587368928608	417	23
"oligopeptides/pharmacology"	"MESH"	0.0056818181818181	2	838.669554029618	0.454308260792291	4.78794372294372	0.0572570276662275	78.6377391266633	65	16
"oncogene proteins/metabolism"	"MESH"	0.002840909090909	1	13624.5841767029	0.43901085166765	7.07037037037037	0.376128950334122	35.4314398020668	207	25
"oocytes/drug effects"	"MESH"	0.002840909090909	1	18341.1924820233	0.442120277770817	6.89285714285714	0.380181465373566	108.218917551597	26	14
"organelle biogenesis"	"MESH"	0.0056818181818181	2	1461.46794306661	0.47088479196449	10.8025464731347	0.260610942683449	11.8998330959662	341	3
"organoplatinum compounds/pharmacology"	"MESH"	0.002840909090909	1	10189.9118833251	0.445733879851201	6.26861053600184	0.274440088252567	5.61149691311799	373	14
"organoselenium compounds/pharmacology"	"MESH"	0.002840909090909	1	74798.1153421755	0.437885843692377	9.41116287094547	0.730702687258932	-98.4610785636424	882	7
"osteopontin/genetics"	"MESH"	0.002840909090909	1	10994.5759673415	0.424234997663984	7.02562111801242	0.336583943112014	-7.83160464336378	465	5
"osteoprotegerin/genetics"	"MESH"	0.002840909090909	1	6195.29693956713	0.392493079449497	4.58117667356797	0.156917152108697	-83.5305156240047	814	19
"osteosarcoma/genetics"	"MESH"	0.002840909090909	1	13540.0606858541	0.420389311390867	7.40939153439153	0.430167775114681	-97.3940391012077	869	21
"ovarian neoplasms/metabolism"	"MESH"	0.002840909090909	1	1902.85534679848	0.438726317797399	3.91636321195145	0.0609335566102125	-30.7247995141228	610	17
"oxaliplatin"	"MESH"	0.002840909090909	1	16619.7352318832	0.445733879851201	6.26861053600184	0.315064443421533	5.61153737562314	369	14
"oxazolone/pharmacology"	"MESH"	0.002840909090909	1	71960.5242489228	0.419615714647273	8.96437908496731	0.69269733813749	-36.2336989020247	650	22
"oxidative stress"	"MESH"	0.0113636363636363	4	2532.72977044264	0.488999724442246	6.10215349166962	0.169595522293297	-23.9780954902578	568	17
"oxidative stress/drug effects"	"MESH"	0.0284090909090909	10	4807.44676673809	0.498598505310783	9.38074898957251	0.424979365406898	25.9177481148567	236	6
"p38 mitogen-activated protein kinases/metabolism"	"MESH"	0.0056818181818181	2	1332.814459987	0.476997681137328	9.66785714285714	0.223024237710513	-22.1113648152556	561	29
"paclitaxel/pharmacology"	"MESH"	0.0056818181818181	2	815.978316908788	0.456736956880218	5.75978835978836	0.0716446961159347	15.8779165348414	331	25
"paclitaxel/therapeutic use"	"MESH"	0.002840909090909	1	6034.79424419166	0.440782164729594	5.56481481481481	0.205327097982572	-21.4622208229799	556	5
"palmitic acid/toxicity"	"MESH"	0.002840909090909	1	27694.3197190918	0.442120277770817	6.89285714285714	0.409056007047507	108.2189463111	25	14
"pancreas/metabolism"	"MESH"	0.037037037037037	1	985801.522137492	0.396777356913399	13.037037037037	0.945967127505913	-84.2850286255063	822	24
"pancreatic neoplasms/drug therapy"	"MESH"	0.002840909090909	1	3561.86447670584	0.415387626732409	4.2988354037267	0.11330177298773	-120.747272982724	945	1
"pancreatitis/genetics"	"MESH"	0.037037037037037	1	3446712.11546575	0.396777356913399	13.037037037037	0.962410318883827	-84.2850122478257	817	24
"PARP1"	"GENE"	0.0056818181818181	2	333.566871232694	0.442706669222631	7.46428571428571	0.0492591387438295	-62.8027273280277	758	8
