#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0000089	Blood	18	1824	0.68	2.28e-06	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	TGFB1,HSPB1,SLC40A1,SLC9A1,TP53,FTH1,ATM,NLRP3,HMGB1,FN1,ATL1,S100A4,TLR4,MMRN1,IL6,CD8A,CD44,CD36
TISSUES	BTO:0000180	Cervical carcinoma cell	9	322	1.13	6.23e-06	9606.ENSP00000216117,9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000380252,9606.ENSP00000398632	HMOX1,HSPB1,SLC9A1,STAT3,ATM,HMGB1,FN1,NFE2L2,CD44
TISSUES	BTO:0000421	Connective tissue	13	954	0.82	1.14e-05	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	TGFB1,TP53,FTH1,ATM,CALR,FN1,S100A4,SLC3A2,IL6,TF,CD8A,CD44,CD36
TISSUES	BTO:0000763	Lung	15	1395	0.71	1.56e-05	9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000498596	TICAM1,HSPB1,NOX4,FTH1,CALR,HMGB1,FN1,TLR4,SLC3A2,NFE2L2,IL6,CD44,HIF1A,BDKRB2,STING1
TISSUES	BTO:0000570	Hematopoietic system	20	2755	0.54	2.56e-05	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	TGFB1,HSPB1,SLC40A1,SLC9A1,STAT3,TP53,FTH1,ATM,NLRP3,HMGB1,FN1,ATL1,S100A4,TLR4,SLC3A2,MMRN1,IL6,CD8A,CD44,CD36
TISSUES	BTO:0000203	Respiratory system	16	1707	0.65	2.67e-05	9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000498596	TICAM1,HSPB1,NOX4,STAT3,FTH1,CALR,HMGB1,FN1,TLR4,SLC3A2,NFE2L2,IL6,CD44,HIF1A,BDKRB2,STING1
TISSUES	BTO:0000020	Abdomen	6	113	1.41	2.99e-05	9606.ENSP00000221930,9606.ENSP00000273550,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632	TGFB1,FTH1,SLC3A2,IL6,CD8A,CD44
TISSUES	BTO:0002316	Stellate cell	3	3	2.68	2.99e-05	9606.ENSP00000221930,9606.ENSP00000346839,9606.ENSP00000385675	TGFB1,FN1,IL6
TISSUES	BTO:0001085	Vascular system	9	420	1.01	3.04e-05	9606.ENSP00000221930,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000273550,9606.ENSP00000346839,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,SLC40A1,NOX4,FTH1,FN1,MMRN1,IL6,CD44,HIF1A
TISSUES	BTO:0000058	Alimentary canal	17	2021	0.61	3.27e-05	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,HSPB1,SLC40A1,SLC9A1,TP53,FTH1,CALR,NLRP3,ACSL4,HMGB1,FN1,TLR4,SLC3A2,IL6,TF,CD44,HIF1A
TISSUES	BTO:0001424	Uterus	13	1117	0.75	3.70e-05	9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000398632,9606.ENSP00000437955	HSPB1,SLC40A1,TP53,FTH1,HMGB1,FN1,ATL1,S100A4,ATG5,TLR4,NFE2L2,CD44,HIF1A
TISSUES	BTO:0000176	Carcinoma cell	10	616	0.89	5.95e-05	9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000273550,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,HLF,HSPB1,GGT1,FTH1,HMGB1,FN1,SLC3A2,CD44,HIF1A
TISSUES	BTO:0000671	Kidney	12	1039	0.74	0.00011	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385834,9606.ENSP00000398632	TGFB1,NOX4,SLC9A1,STAT3,TP53,FTH1,HMGB1,FN1,TLR4,SLC3A2,TF,CD44
TISSUES	BTO:0000202	Sense organ	12	1124	0.71	0.00024	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000380252,9606.ENSP00000385834,9606.ENSP00000398632	TGFB1,HSPB1,FTH1,SLC7A11,CALR,ACSL4,HMGB1,FN1,ATL1,NFE2L2,TF,CD44
TISSUES	BTO:0000131	Blood plasma	8	424	0.96	0.00025	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000415743	TGFB1,HSPB1,SLC9A1,ATL1,S100A4,MMRN1,IL6,CD36
TISSUES	BTO:0000604	Adenocarcinoma cell	9	568	0.88	0.00025	9606.ENSP00000226067,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000273550,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000398632,9606.ENSP00000437955	HLF,HSPB1,GGT1,FTH1,HMGB1,FN1,SLC3A2,CD44,HIF1A
TISSUES	BTO:0000634	Integument	16	2112	0.56	0.00025	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,HSPB1,TP53,FTH1,CALR,HMGB1,FN1,ATL1,S100A4,ATG5,TLR4,SLC3A2,MMRN1,IL6,CD44,HIF1A
TISSUES	BTO:0000753	Lymphoid tissue	14	1600	0.62	0.00025	9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	SLC9A1,STAT3,TP53,FTH1,ATM,HMGB1,FN1,S100A4,TLR4,SLC3A2,IL6,CD8A,CD44,CD36
TISSUES	BTO:0000759	Liver	16	2125	0.56	0.00025	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955	TGFB1,HSPB1,STAT3,FTH1,ATM,CALR,HMGB1,FN1,S100A4,TLR4,SLC3A2,IL6,TF,CD44,CD36,HIF1A
TISSUES	BTO:0000431	Excretory gland	13	1385	0.65	0.00026	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385834,9606.ENSP00000398632	TGFB1,NOX4,SLC9A1,STAT3,TP53,FTH1,SLC7A11,HMGB1,FN1,TLR4,SLC3A2,TF,CD44
TISSUES	BTO:0005265	Nonparenchymal liver cell	3	11	2.12	0.00026	9606.ENSP00000221930,9606.ENSP00000363089,9606.ENSP00000385675	TGFB1,TLR4,IL6
TISSUES	BTO:0000439	Eye	10	835	0.76	0.00051	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000385834,9606.ENSP00000398632	TGFB1,HSPB1,FTH1,CALR,ACSL4,HMGB1,FN1,ATL1,TF,CD44
TISSUES	BTO:0001491	Viscus	25	5378	0.35	0.00051	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955	TGFB1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,S100A4,TLR4,SLC3A2,IL6,TF,CD8A,CD44,CD36,HIF1A
TISSUES	BTO:0000452	Fibroblast	6	224	1.11	0.00053	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000385675	TGFB1,TP53,ATM,FN1,SLC3A2,IL6
TISSUES	BTO:0000407	Osteosarcoma cell line	3	16	1.95	0.00055	9606.ENSP00000216117,9606.ENSP00000269305,9606.ENSP00000278616	HMOX1,TP53,ATM
TISSUES	BTO:0001393	Mesenchyme	3	16	1.95	0.00055	9606.ENSP00000221930,9606.ENSP00000346839,9606.ENSP00000398632	TGFB1,FN1,CD44
TISSUES	BTO:0000511	Gastrointestinal tract	14	1816	0.57	0.00069	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632	TGFB1,HSPB1,TP53,FTH1,CALR,NLRP3,ACSL4,HMGB1,FN1,TLR4,SLC3A2,IL6,TF,CD44
TISSUES	BTO:0000416	Epithelium	9	697	0.79	0.00073	9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955	TP53,FTH1,FN1,S100A4,TLR4,MMRN1,IL6,CD44,HIF1A
TISSUES	BTO:0000426	Erythroleukemia cell	6	244	1.07	0.00075	9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000371067,9606.ENSP00000380252	HSPB1,STAT3,ATM,HMGB1,JAK2,NFE2L2
TISSUES	BTO:0000136	Bronchoalveolar system	4	65	1.47	0.00076	9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000385675,9606.ENSP00000437955	HMGB1,FN1,IL6,HIF1A
TISSUES	BTO:0000294	Dermis	3	22	1.82	0.0010	9606.ENSP00000221930,9606.ENSP00000346839,9606.ENSP00000385675	TGFB1,FN1,IL6
TISSUES	BTO:0000562	Heart	9	738	0.77	0.0010	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000415743	TGFB1,HSPB1,SLC9A1,FN1,S100A4,MMRN1,IL6,TF,CD36
TISSUES	BTO:0001340	Bronchus	3	25	1.76	0.0014	9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000437955	HMGB1,FN1,HIF1A
TISSUES	BTO:0000345	Digestive gland	17	2881	0.45	0.0015	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955	TGFB1,HSPB1,STAT3,FTH1,ATM,CALR,HMGB1,FN1,ACSL3,S100A4,TLR4,SLC3A2,IL6,TF,CD44,CD36,HIF1A
TISSUES	BTO:0000392	Plasma cell	5	171	1.15	0.0016	9606.ENSP00000221930,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000378431,9606.ENSP00000398632	TGFB1,FN1,SLC3A2,MMRN1,CD44
TISSUES	BTO:0000150	Breast cancer cell	5	177	1.13	0.0018	9606.ENSP00000248553,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000398632	HSPB1,HMGB1,FN1,SLC3A2,CD44
TISSUES	BTO:0000849	Melanoma cell line	5	180	1.13	0.0019	9606.ENSP00000216117,9606.ENSP00000263980,9606.ENSP00000367123,9606.ENSP00000380252,9606.ENSP00000386559	HMOX1,SLC9A1,SLC3A2,NFE2L2,CD8A
TISSUES	BTO:0000379	Embryo	9	824	0.72	0.0020	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000398632	TGFB1,HSPB1,NOX4,SLC9A1,TP53,ATM,FN1,ATG5,CD44
TISSUES	BTO:0000988	Pancreas	8	626	0.79	0.0020	9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000398632	HSPB1,STAT3,FTH1,CALR,HMGB1,FN1,ACSL3,CD44
TISSUES	BTO:0001271	Leukemia cell	10	1067	0.65	0.0025	9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000398632	HSPB1,SLC9A1,STAT3,TP53,ATM,HMGB1,SLC3A2,JAK2,NFE2L2,CD44
TISSUES	BTO:0003257	Granulation tissue	2	4	2.38	0.0028	9606.ENSP00000221930,9606.ENSP00000346839	TGFB1,FN1
TISSUES	BTO:0000648	Intestine	11	1349	0.59	0.0032	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675	TGFB1,HSPB1,TP53,FTH1,CALR,NLRP3,HMGB1,FN1,TLR4,SLC3A2,IL6
TISSUES	BTO:0000685	Kupffer cell	2	5	2.28	0.0037	9606.ENSP00000363089,9606.ENSP00000385675	TLR4,IL6
TISSUES	BTO:0001102	Blood vessel	6	354	0.91	0.0037	9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000346839,9606.ENSP00000378431,9606.ENSP00000385675,9606.ENSP00000437955	SLC40A1,NOX4,FN1,MMRN1,IL6,HIF1A
TISSUES	BTO:0001938	U2-OS cell	2	5	2.28	0.0037	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
TISSUES	BTO:0004419	Dermal fibroblast	2	5	2.28	0.0037	9606.ENSP00000221930,9606.ENSP00000346839	TGFB1,FN1
TISSUES	BTO:0000781	Intestinal epithelium	3	40	1.56	0.0038	9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000385675	TP53,TLR4,IL6
TISSUES	BTO:0001253	Skin	10	1151	0.62	0.0038	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000398632	TGFB1,HSPB1,TP53,FTH1,CALR,HMGB1,FN1,SLC3A2,IL6,CD44
TISSUES	BTO:0001541	Pronephros	5	219	1.04	0.0038	9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000278616	HSPB1,NOX4,SLC9A1,TP53,ATM
TISSUES	BTO:0003091	Urogenital system	27	7090	0.26	0.0038	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000380252,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000453177	HMOX1,TGFB1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,SLC7A11,CALR,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,NFE2L2,TF,CD44,CD36,HIF1A,BDKRB2,TRIM69
TISSUES	BTO:0000132	Blood platelet	6	363	0.9	0.0040	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000357704,9606.ENSP00000378431,9606.ENSP00000415743	TGFB1,HSPB1,SLC9A1,S100A4,MMRN1,CD36
TISSUES	BTO:0001090	Mouth	7	532	0.8	0.0040	9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000346839,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398632	TP53,FTH1,SLC7A11,FN1,NFE2L2,IL6,CD44
TISSUES	BTO:0001034	Peritoneal macrophage	2	6	2.2	0.0042	9606.ENSP00000363089,9606.ENSP00000385675	TLR4,IL6
TISSUES	BTO:0001370	THP-1 cell	2	6	2.2	0.0042	9606.ENSP00000363089,9606.ENSP00000385675	TLR4,IL6
TISSUES	BTO:0001946	Myofibroblast	2	6	2.2	0.0042	9606.ENSP00000221930,9606.ENSP00000346839	TGFB1,FN1
TISSUES	BTO:0001279	Spinal cord	5	233	1.01	0.0045	9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632	TP53,TLR4,IL6,TF,CD44
TISSUES	BTO:0001035	Hematopoietic cell line	4	125	1.19	0.0050	9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000386559	TLR4,JAK2,IL6,CD8A
TISSUES	BTO:0005937	Intestinal epithelial cell	2	7	2.14	0.0051	9606.ENSP00000363089,9606.ENSP00000385675	TLR4,IL6
TISSUES	BTO:0000419	Respiratory epithelium	3	50	1.46	0.0059	9606.ENSP00000346839,9606.ENSP00000385675,9606.ENSP00000437955	FN1,IL6,HIF1A
TISSUES	BTO:0000081	Reproductive system	25	6444	0.27	0.0060	9606.ENSP00000216117,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000380252,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000453177	HMOX1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,SLC7A11,CALR,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,NFE2L2,CD44,CD36,HIF1A,BDKRB2,TRIM69
TISSUES	BTO:0001044	Phagocyte	4	135	1.15	0.0060	9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000415743	TLR4,IL6,CD8A,CD36
TISSUES	BTO:0001113	Prepuce	3	51	1.45	0.0060	9606.ENSP00000216117,9606.ENSP00000398632,9606.ENSP00000450482	HMOX1,CD44,BDKRB2
TISSUES	BTO:0001242	Fetal cell line	2	8	2.08	0.0060	9606.ENSP00000269305,9606.ENSP00000357704	TP53,S100A4
TISSUES	BTO:0001493	Trunk	9	1014	0.63	0.0060	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398410,9606.ENSP00000398632	TGFB1,HSPB1,FTH1,FN1,SLC3A2,IL6,CD8A,KDM8,CD44
TISSUES	BTO:0003292	RAW-264.7 cell	2	8	2.08	0.0060	9606.ENSP00000363089,9606.ENSP00000385675	TLR4,IL6
TISSUES	BTO:0004732	Bone marrow-derived macrophage	2	8	2.08	0.0060	9606.ENSP00000363089,9606.ENSP00000385675	TLR4,IL6
TISSUES	BTO:0000574	Hematopoietic cell	9	1019	0.63	0.0061	9606.ENSP00000263980,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	SLC9A1,ATM,FN1,S100A4,TLR4,IL6,CD8A,CD44,CD36
TISSUES	BTO:0000776	B-lymphocyte	3	54	1.43	0.0063	9606.ENSP00000263980,9606.ENSP00000278616,9606.ENSP00000386559	SLC9A1,ATM,CD8A
TISSUES	BTO:0002625	Mesenchymal cell	2	9	2.03	0.0064	9606.ENSP00000221930,9606.ENSP00000346839	TGFB1,FN1
TISSUES	BTO:0002922	Bronchial epithelial cell	2	9	2.03	0.0064	9606.ENSP00000346839,9606.ENSP00000437955	FN1,HIF1A
TISSUES	BTO:0000083	Female reproductive system	24	6111	0.28	0.0068	9606.ENSP00000216117,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000380252,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000453177	HMOX1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,SLC7A11,CALR,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,NFE2L2,CD44,CD36,HIF1A,TRIM69
TISSUES	BTO:0000522	Gland	26	7004	0.25	0.0071	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000453177	TGFB1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,ACSL4,HMGB1,FN1,ACSL3,S100A4,TLR4,SLC3A2,IL6,TF,CD8A,KDM8,CD44,CD36,HIF1A,TRIM69
TISSUES	BTO:0000091	Ascites	3	61	1.37	0.0082	9606.ENSP00000273550,9606.ENSP00000367123,9606.ENSP00000398632	FTH1,SLC3A2,CD44
TISSUES	BTO:0000450	Fiber	2	11	1.94	0.0082	9606.ENSP00000346839,9606.ENSP00000385675	FN1,IL6
TISSUES	BTO:0000848	Melanoma cell	2	11	1.94	0.0082	9606.ENSP00000269305,9606.ENSP00000386559	TP53,CD8A
TISSUES	BTO:0001300	Stem	3	61	1.37	0.0082	9606.ENSP00000216117,9606.ENSP00000346839,9606.ENSP00000385675	HMOX1,FN1,IL6
TISSUES	BTO:0002606	Glial cell	3	61	1.37	0.0082	9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000385675	TP53,TLR4,IL6
TISSUES	BTO:0000082	Male reproductive system	15	2838	0.4	0.0088	9606.ENSP00000216117,9606.ENSP00000261024,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000350012,9606.ENSP00000357704,9606.ENSP00000367123,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000453177	HMOX1,SLC40A1,STAT3,TP53,FTH1,CALR,ACSL4,HMGB1,ACSL3,S100A4,SLC3A2,CD44,HIF1A,BDKRB2,TRIM69
